trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat,movie1,movie2,movie3,movie4,correctresponse
1,"1173-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-guitar19.wav","Theta",0,"guitar","1173-sin-4Hz-ninety.avi","1182-sin-4Hz-ninety.avi","1172-sin-4Hz-ninety.avi","1189-sin-4Hz-ninety.avi",1
2,"1164-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-ep14.wav","Gamma",270,"ep","1147-sin-37.5Hz-ninety.avi","1158-sin-37.5Hz-ninety.avi","1165-sin-37.5Hz-ninety.avi","1164-sin-37.5Hz-ninety.avi",4
3,"1147-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-ep15.wav","Gamma",270,"ep","1147-sin-37.5Hz-ninety.avi","1158-sin-37.5Hz-ninety.avi","1164-sin-37.5Hz-ninety.avi","1165-sin-37.5Hz-ninety.avi",1
4,"1138-sin-37.5Hz-ninety.avi","ninety","sin-ninety-dar4.wav","Gamma",90,"dar","1123-sin-37.5Hz-ninety.avi","1125-sin-37.5Hz-ninety.avi","1138-sin-37.5Hz-ninety.avi","1142-sin-37.5Hz-ninety.avi",3
5,"1182-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-guitar20.wav","Theta",0,"guitar","1182-sin-4Hz-ninety.avi","1173-sin-4Hz-ninety.avi","1172-sin-4Hz-ninety.avi","1189-sin-4Hz-ninety.avi",1
6,"1142-sin-37.5Hz-ninety.avi","zero","sin-zero-dar11.wav","Gamma",0,"dar","1138-sin-37.5Hz-ninety.avi","1123-sin-37.5Hz-ninety.avi","1125-sin-37.5Hz-ninety.avi","1142-sin-37.5Hz-ninety.avi",4
7,"1125-sin-37.5Hz-ninety.avi","zero","sin-zero-dar23.wav","Gamma",0,"dar","1142-sin-37.5Hz-ninety.avi","1125-sin-37.5Hz-ninety.avi","1138-sin-37.5Hz-ninety.avi","1123-sin-37.5Hz-ninety.avi",2
8,"1123-sin-37.5Hz-ninety.avi","ninety","sin-ninety-dar3.wav","Gamma",90,"dar","1142-sin-37.5Hz-ninety.avi","1138-sin-37.5Hz-ninety.avi","1123-sin-37.5Hz-ninety.avi","1125-sin-37.5Hz-ninety.avi",3
9,"1172-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-guitar17.wav","Theta",180,"guitar","1173-sin-4Hz-ninety.avi","1182-sin-4Hz-ninety.avi","1189-sin-4Hz-ninety.avi","1172-sin-4Hz-ninety.avi",4
10,"1165-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-ep9.wav","Gamma",180,"ep","1164-sin-37.5Hz-ninety.avi","1158-sin-37.5Hz-ninety.avi","1147-sin-37.5Hz-ninety.avi","1165-sin-37.5Hz-ninety.avi",4
11,"1158-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-ep8.wav","Gamma",180,"ep","1165-sin-37.5Hz-ninety.avi","1147-sin-37.5Hz-ninety.avi","1158-sin-37.5Hz-ninety.avi","1164-sin-37.5Hz-ninety.avi",3
12,"1189-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-guitar6.wav","Theta",180,"guitar","1173-sin-4Hz-ninety.avi","1172-sin-4Hz-ninety.avi","1182-sin-4Hz-ninety.avi","1189-sin-4Hz-ninety.avi",4
