trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat,movie1,movie2,movie3,movie4,correctresponse
1,"1041-sin-37.5Hz-ninety.avi","zero","sin-zero-ep13.wav","Gamma",0,"ep","1041-sin-37.5Hz-ninety.avi","1036-sin-37.5Hz-ninety.avi","1033-sin-37.5Hz-ninety.avi","1038-sin-37.5Hz-ninety.avi",1
2,"1088-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-orch9.wav","Theta",180,"orch","1074-sin-4Hz-ninety.avi","1089-sin-4Hz-ninety.avi","1088-sin-4Hz-ninety.avi","1080-sin-4Hz-ninety.avi",3
3,"1036-sin-37.5Hz-ninety.avi","ninety","sin-ninety-ep22.wav","Gamma",90,"ep","1033-sin-37.5Hz-ninety.avi","1041-sin-37.5Hz-ninety.avi","1036-sin-37.5Hz-ninety.avi","1038-sin-37.5Hz-ninety.avi",3
4,"1065-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-guitar12.wav","Gamma",270,"guitar","1070-sin-37.5Hz-ninety.avi","1062-sin-37.5Hz-ninety.avi","1049-sin-37.5Hz-ninety.avi","1065-sin-37.5Hz-ninety.avi",4
5,"1074-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-orch10.wav","Theta",180,"orch","1088-sin-4Hz-ninety.avi","1080-sin-4Hz-ninety.avi","1089-sin-4Hz-ninety.avi","1074-sin-4Hz-ninety.avi",4
6,"1062-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-guitar17.wav","Gamma",180,"guitar","1070-sin-37.5Hz-ninety.avi","1062-sin-37.5Hz-ninety.avi","1049-sin-37.5Hz-ninety.avi","1065-sin-37.5Hz-ninety.avi",2
7,"1089-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-orch1.wav","Theta",0,"orch","1074-sin-4Hz-ninety.avi","1089-sin-4Hz-ninety.avi","1080-sin-4Hz-ninety.avi","1088-sin-4Hz-ninety.avi",2
8,"1038-sin-37.5Hz-ninety.avi","ninety","sin-ninety-ep20.wav","Gamma",90,"ep","1036-sin-37.5Hz-ninety.avi","1033-sin-37.5Hz-ninety.avi","1038-sin-37.5Hz-ninety.avi","1041-sin-37.5Hz-ninety.avi",3
9,"1033-sin-37.5Hz-ninety.avi","zero","sin-zero-ep16.wav","Gamma",0,"ep","1041-sin-37.5Hz-ninety.avi","1036-sin-37.5Hz-ninety.avi","1038-sin-37.5Hz-ninety.avi","1033-sin-37.5Hz-ninety.avi",4
10,"1070-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-guitar11.wav","Gamma",270,"guitar","1070-sin-37.5Hz-ninety.avi","1065-sin-37.5Hz-ninety.avi","1049-sin-37.5Hz-ninety.avi","1062-sin-37.5Hz-ninety.avi",1
11,"1080-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-orch3.wav","Theta",0,"orch","1080-sin-4Hz-ninety.avi","1074-sin-4Hz-ninety.avi","1089-sin-4Hz-ninety.avi","1088-sin-4Hz-ninety.avi",1
12,"1049-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-guitar18.wav","Gamma",180,"guitar","1065-sin-37.5Hz-ninety.avi","1049-sin-37.5Hz-ninety.avi","1070-sin-37.5Hz-ninety.avi","1062-sin-37.5Hz-ninety.avi",2
