trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat,movie1,movie2,movie3,movie4,correctresponse
1,"1170-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-orch19.wav","Gamma",270,"orch","1170-sin-37.5Hz-ninety.avi","1186-sin-37.5Hz-ninety.avi","1178-sin-37.5Hz-ninety.avi","1175-sin-37.5Hz-ninety.avi",1
2,"1006-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-synth11.wav","Theta",180,"synth","1002-sin-4Hz-ninety.avi","1017-sin-4Hz-ninety.avi","1006-sin-4Hz-ninety.avi","1004-sin-4Hz-ninety.avi",3
3,"1186-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-orch20.wav","Gamma",270,"orch","1175-sin-37.5Hz-ninety.avi","1178-sin-37.5Hz-ninety.avi","1170-sin-37.5Hz-ninety.avi","1186-sin-37.5Hz-ninety.avi",4
4,"1002-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-synth23.wav","Theta",180,"synth","1002-sin-4Hz-ninety.avi","1006-sin-4Hz-ninety.avi","1004-sin-4Hz-ninety.avi","1017-sin-4Hz-ninety.avi",1
5,"1004-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-synth17.wav","Theta",0,"synth","1006-sin-4Hz-ninety.avi","1004-sin-4Hz-ninety.avi","1002-sin-4Hz-ninety.avi","1017-sin-4Hz-ninety.avi",2
6,"1159-sin-37.5Hz-ninety.avi","zero","sin-zero-guitar4.wav","Gamma",0,"guitar","1161-sin-37.5Hz-ninety.avi","1159-sin-37.5Hz-ninety.avi","1158-sin-37.5Hz-ninety.avi","1156-sin-37.5Hz-ninety.avi",2
7,"1178-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-orch16.wav","Gamma",180,"orch","1175-sin-37.5Hz-ninety.avi","1170-sin-37.5Hz-ninety.avi","1186-sin-37.5Hz-ninety.avi","1178-sin-37.5Hz-ninety.avi",4
8,"1017-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-synth18.wav","Theta",0,"synth","1004-sin-4Hz-ninety.avi","1002-sin-4Hz-ninety.avi","1006-sin-4Hz-ninety.avi","1017-sin-4Hz-ninety.avi",4
9,"1175-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-orch15.wav","Gamma",180,"orch","1178-sin-37.5Hz-ninety.avi","1170-sin-37.5Hz-ninety.avi","1175-sin-37.5Hz-ninety.avi","1186-sin-37.5Hz-ninety.avi",3
10,"1156-sin-37.5Hz-ninety.avi","ninety","sin-ninety-guitar10.wav","Gamma",90,"guitar","1158-sin-37.5Hz-ninety.avi","1161-sin-37.5Hz-ninety.avi","1156-sin-37.5Hz-ninety.avi","1159-sin-37.5Hz-ninety.avi",3
11,"1161-sin-37.5Hz-ninety.avi","zero","sin-zero-guitar2.wav","Gamma",0,"guitar","1156-sin-37.5Hz-ninety.avi","1159-sin-37.5Hz-ninety.avi","1158-sin-37.5Hz-ninety.avi","1161-sin-37.5Hz-ninety.avi",4
12,"1158-sin-37.5Hz-ninety.avi","ninety","sin-ninety-guitar8.wav","Gamma",90,"guitar","1156-sin-37.5Hz-ninety.avi","1158-sin-37.5Hz-ninety.avi","1159-sin-37.5Hz-ninety.avi","1161-sin-37.5Hz-ninety.avi",2
