trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat,movie1,movie2,movie3,movie4,correctresponse
1,"1084-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-ep6.wav","Gamma",180,"ep","1096-sin-37.5Hz-ninety.avi","1077-sin-37.5Hz-ninety.avi","1081-sin-37.5Hz-ninety.avi","1084-sin-37.5Hz-ninety.avi",4
2,"1081-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-ep12.wav","Gamma",270,"ep","1081-sin-37.5Hz-ninety.avi","1084-sin-37.5Hz-ninety.avi","1077-sin-37.5Hz-ninety.avi","1096-sin-37.5Hz-ninety.avi",1
3,"1096-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-ep17.wav","Gamma",180,"ep","1081-sin-37.5Hz-ninety.avi","1077-sin-37.5Hz-ninety.avi","1084-sin-37.5Hz-ninety.avi","1096-sin-37.5Hz-ninety.avi",4
4,"1100-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-guitar9.wav","Theta",180,"guitar","1109-sin-4Hz-ninety.avi","1112-sin-4Hz-ninety.avi","1120-sin-4Hz-ninety.avi","1100-sin-4Hz-ninety.avi",4
5,"1066-sin-37.5Hz-ninety.avi","ninety","sin-ninety-dar21.wav","Gamma",90,"dar","1068-sin-37.5Hz-ninety.avi","1058-sin-37.5Hz-ninety.avi","1066-sin-37.5Hz-ninety.avi","1065-sin-37.5Hz-ninety.avi",3
6,"1065-sin-37.5Hz-ninety.avi","zero","sin-zero-dar15.wav","Gamma",0,"dar","1068-sin-37.5Hz-ninety.avi","1066-sin-37.5Hz-ninety.avi","1065-sin-37.5Hz-ninety.avi","1058-sin-37.5Hz-ninety.avi",3
7,"1068-sin-37.5Hz-ninety.avi","zero","sin-zero-dar13.wav","Gamma",0,"dar","1066-sin-37.5Hz-ninety.avi","1068-sin-37.5Hz-ninety.avi","1065-sin-37.5Hz-ninety.avi","1058-sin-37.5Hz-ninety.avi",2
8,"1058-sin-37.5Hz-ninety.avi","ninety","sin-ninety-dar19.wav","Gamma",90,"dar","1068-sin-37.5Hz-ninety.avi","1066-sin-37.5Hz-ninety.avi","1058-sin-37.5Hz-ninety.avi","1065-sin-37.5Hz-ninety.avi",3
9,"1112-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-guitar3.wav","Theta",0,"guitar","1112-sin-4Hz-ninety.avi","1100-sin-4Hz-ninety.avi","1120-sin-4Hz-ninety.avi","1109-sin-4Hz-ninety.avi",1
10,"1109-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-guitar1.wav","Theta",0,"guitar","1109-sin-4Hz-ninety.avi","1120-sin-4Hz-ninety.avi","1112-sin-4Hz-ninety.avi","1100-sin-4Hz-ninety.avi",1
11,"1077-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-ep24.wav","Gamma",270,"ep","1077-sin-37.5Hz-ninety.avi","1084-sin-37.5Hz-ninety.avi","1096-sin-37.5Hz-ninety.avi","1081-sin-37.5Hz-ninety.avi",1
12,"1120-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-guitar8.wav","Theta",180,"guitar","1109-sin-4Hz-ninety.avi","1100-sin-4Hz-ninety.avi","1120-sin-4Hz-ninety.avi","1112-sin-4Hz-ninety.avi",3
