trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat,movie1,movie2,movie3,movie4,correctresponse
1,"1021-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-synth21.wav","Theta",180,"synth","1021-sin-4Hz-ninety.avi","1007-sin-4Hz-ninety.avi","1011-sin-4Hz-ninety.avi","1017-sin-4Hz-ninety.avi",1
2,"1191-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-orch7.wav","Gamma",270,"orch","1170-sin-37.5Hz-ninety.avi","1191-sin-37.5Hz-ninety.avi","1190-sin-37.5Hz-ninety.avi","1188-sin-37.5Hz-ninety.avi",2
3,"1170-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-orch4.wav","Gamma",180,"orch","1188-sin-37.5Hz-ninety.avi","1170-sin-37.5Hz-ninety.avi","1191-sin-37.5Hz-ninety.avi","1190-sin-37.5Hz-ninety.avi",2
4,"1188-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-orch2.wav","Gamma",180,"orch","1190-sin-37.5Hz-ninety.avi","1170-sin-37.5Hz-ninety.avi","1188-sin-37.5Hz-ninety.avi","1191-sin-37.5Hz-ninety.avi",3
5,"1155-sin-37.5Hz-ninety.avi","zero","sin-zero-guitar6.wav","Gamma",0,"guitar","1161-sin-37.5Hz-ninety.avi","1146-sin-37.5Hz-ninety.avi","1155-sin-37.5Hz-ninety.avi","1159-sin-37.5Hz-ninety.avi",3
6,"1146-sin-37.5Hz-ninety.avi","ninety","sin-ninety-guitar23.wav","Gamma",90,"guitar","1159-sin-37.5Hz-ninety.avi","1146-sin-37.5Hz-ninety.avi","1161-sin-37.5Hz-ninety.avi","1155-sin-37.5Hz-ninety.avi",2
7,"1011-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-synth15.wav","Theta",0,"synth","1011-sin-4Hz-ninety.avi","1017-sin-4Hz-ninety.avi","1007-sin-4Hz-ninety.avi","1021-sin-4Hz-ninety.avi",1
8,"1190-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-orch8.wav","Gamma",270,"orch","1170-sin-37.5Hz-ninety.avi","1188-sin-37.5Hz-ninety.avi","1191-sin-37.5Hz-ninety.avi","1190-sin-37.5Hz-ninety.avi",4
9,"1159-sin-37.5Hz-ninety.avi","ninety","sin-ninety-guitar24.wav","Gamma",90,"guitar","1161-sin-37.5Hz-ninety.avi","1159-sin-37.5Hz-ninety.avi","1155-sin-37.5Hz-ninety.avi","1146-sin-37.5Hz-ninety.avi",2
10,"1017-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-synth19.wav","Theta",180,"synth","1007-sin-4Hz-ninety.avi","1011-sin-4Hz-ninety.avi","1017-sin-4Hz-ninety.avi","1021-sin-4Hz-ninety.avi",3
11,"1161-sin-37.5Hz-ninety.avi","zero","sin-zero-guitar5.wav","Gamma",0,"guitar","1161-sin-37.5Hz-ninety.avi","1159-sin-37.5Hz-ninety.avi","1146-sin-37.5Hz-ninety.avi","1155-sin-37.5Hz-ninety.avi",1
12,"1007-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-synth14.wav","Theta",0,"synth","1011-sin-4Hz-ninety.avi","1017-sin-4Hz-ninety.avi","1021-sin-4Hz-ninety.avi","1007-sin-4Hz-ninety.avi",4
