trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat,movie1,movie2,movie3,movie4,correctresponse
1,"1168-sin-37.5Hz-ninety.avi","zero","sin-zero-choir7.wav","Gamma",0,"choir","1164-sin-37.5Hz-ninety.avi","1159-sin-37.5Hz-ninety.avi","1160-sin-37.5Hz-ninety.avi","1168-sin-37.5Hz-ninety.avi",4
2,"1160-sin-37.5Hz-ninety.avi","ninety","sin-ninety-choir15.wav","Gamma",90,"choir","1159-sin-37.5Hz-ninety.avi","1168-sin-37.5Hz-ninety.avi","1164-sin-37.5Hz-ninety.avi","1160-sin-37.5Hz-ninety.avi",4
3,"1180-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-dar6.wav","Gamma",270,"dar","1175-sin-37.5Hz-ninety.avi","1180-sin-37.5Hz-ninety.avi","1190-sin-37.5Hz-ninety.avi","1183-sin-37.5Hz-ninety.avi",2
4,"1005-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-ep4.wav","Theta",180,"ep","1005-sin-4Hz-ninety.avi","1003-sin-4Hz-ninety.avi","1019-sin-4Hz-ninety.avi","1020-sin-4Hz-ninety.avi",1
5,"1183-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-dar17.wav","Gamma",270,"dar","1180-sin-37.5Hz-ninety.avi","1190-sin-37.5Hz-ninety.avi","1183-sin-37.5Hz-ninety.avi","1175-sin-37.5Hz-ninety.avi",3
6,"1019-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-ep24.wav","Theta",0,"ep","1020-sin-4Hz-ninety.avi","1019-sin-4Hz-ninety.avi","1005-sin-4Hz-ninety.avi","1003-sin-4Hz-ninety.avi",2
7,"1190-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-dar22.wav","Gamma",180,"dar","1183-sin-37.5Hz-ninety.avi","1190-sin-37.5Hz-ninety.avi","1180-sin-37.5Hz-ninety.avi","1175-sin-37.5Hz-ninety.avi",2
8,"1159-sin-37.5Hz-ninety.avi","zero","sin-zero-choir8.wav","Gamma",0,"choir","1168-sin-37.5Hz-ninety.avi","1159-sin-37.5Hz-ninety.avi","1164-sin-37.5Hz-ninety.avi","1160-sin-37.5Hz-ninety.avi",2
9,"1175-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-dar21.wav","Gamma",180,"dar","1180-sin-37.5Hz-ninety.avi","1175-sin-37.5Hz-ninety.avi","1183-sin-37.5Hz-ninety.avi","1190-sin-37.5Hz-ninety.avi",2
10,"1020-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-ep23.wav","Theta",0,"ep","1019-sin-4Hz-ninety.avi","1005-sin-4Hz-ninety.avi","1003-sin-4Hz-ninety.avi","1020-sin-4Hz-ninety.avi",4
11,"1003-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-ep2.wav","Theta",180,"ep","1019-sin-4Hz-ninety.avi","1005-sin-4Hz-ninety.avi","1003-sin-4Hz-ninety.avi","1020-sin-4Hz-ninety.avi",3
12,"1164-sin-37.5Hz-ninety.avi","ninety","sin-ninety-choir14.wav","Gamma",90,"choir","1168-sin-37.5Hz-ninety.avi","1160-sin-37.5Hz-ninety.avi","1159-sin-37.5Hz-ninety.avi","1164-sin-37.5Hz-ninety.avi",4
