trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat,movie1,movie2,movie3,movie4,correctresponse
1,"1073-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-orch21.wav","Gamma",270,"orch","1093-sin-37.5Hz-ninety.avi","1089-sin-37.5Hz-ninety.avi","1081-sin-37.5Hz-ninety.avi","1073-sin-37.5Hz-ninety.avi",4
2,"1111-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-synth24.wav","Theta",180,"synth","1106-sin-4Hz-ninety.avi","1119-sin-4Hz-ninety.avi","1100-sin-4Hz-ninety.avi","1111-sin-4Hz-ninety.avi",4
3,"1071-sin-37.5Hz-ninety.avi","zero","sin-zero-guitar2.wav","Gamma",0,"guitar","1063-sin-37.5Hz-ninety.avi","1055-sin-37.5Hz-ninety.avi","1069-sin-37.5Hz-ninety.avi","1071-sin-37.5Hz-ninety.avi",4
4,"1100-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-synth5.wav","Theta",0,"synth","1106-sin-4Hz-ninety.avi","1119-sin-4Hz-ninety.avi","1100-sin-4Hz-ninety.avi","1111-sin-4Hz-ninety.avi",3
5,"1055-sin-37.5Hz-ninety.avi","zero","sin-zero-guitar1.wav","Gamma",0,"guitar","1055-sin-37.5Hz-ninety.avi","1063-sin-37.5Hz-ninety.avi","1069-sin-37.5Hz-ninety.avi","1071-sin-37.5Hz-ninety.avi",1
6,"1089-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-orch15.wav","Gamma",180,"orch","1081-sin-37.5Hz-ninety.avi","1073-sin-37.5Hz-ninety.avi","1093-sin-37.5Hz-ninety.avi","1089-sin-37.5Hz-ninety.avi",4
7,"1119-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-synth6.wav","Theta",0,"synth","1111-sin-4Hz-ninety.avi","1106-sin-4Hz-ninety.avi","1100-sin-4Hz-ninety.avi","1119-sin-4Hz-ninety.avi",4
8,"1063-sin-37.5Hz-ninety.avi","ninety","sin-ninety-guitar10.wav","Gamma",90,"guitar","1063-sin-37.5Hz-ninety.avi","1055-sin-37.5Hz-ninety.avi","1071-sin-37.5Hz-ninety.avi","1069-sin-37.5Hz-ninety.avi",1
9,"1081-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-orch13.wav","Gamma",180,"orch","1089-sin-37.5Hz-ninety.avi","1073-sin-37.5Hz-ninety.avi","1093-sin-37.5Hz-ninety.avi","1081-sin-37.5Hz-ninety.avi",4
10,"1069-sin-37.5Hz-ninety.avi","ninety","sin-ninety-guitar8.wav","Gamma",90,"guitar","1071-sin-37.5Hz-ninety.avi","1055-sin-37.5Hz-ninety.avi","1069-sin-37.5Hz-ninety.avi","1063-sin-37.5Hz-ninety.avi",3
11,"1106-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-synth23.wav","Theta",180,"synth","1106-sin-4Hz-ninety.avi","1100-sin-4Hz-ninety.avi","1119-sin-4Hz-ninety.avi","1111-sin-4Hz-ninety.avi",1
12,"1093-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-orch22.wav","Gamma",270,"orch","1093-sin-37.5Hz-ninety.avi","1081-sin-37.5Hz-ninety.avi","1073-sin-37.5Hz-ninety.avi","1089-sin-37.5Hz-ninety.avi",1
