trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat,movie1,movie2,movie3,movie4,correctresponse
1,"1145-sin-37.5Hz-ninety.avi","ninety","sin-ninety-dar22.wav","Gamma",90,"dar","1153-sin-37.5Hz-ninety.avi","1162-sin-37.5Hz-ninety.avi","1145-sin-37.5Hz-ninety.avi","1164-sin-37.5Hz-ninety.avi",3
2,"1162-sin-37.5Hz-ninety.avi","zero","sin-zero-dar13.wav","Gamma",0,"dar","1162-sin-37.5Hz-ninety.avi","1153-sin-37.5Hz-ninety.avi","1145-sin-37.5Hz-ninety.avi","1164-sin-37.5Hz-ninety.avi",1
3,"1164-sin-37.5Hz-ninety.avi","zero","sin-zero-dar16.wav","Gamma",0,"dar","1164-sin-37.5Hz-ninety.avi","1162-sin-37.5Hz-ninety.avi","1153-sin-37.5Hz-ninety.avi","1145-sin-37.5Hz-ninety.avi",1
4,"1022-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-guitar1.wav","Theta",0,"guitar","1018-sin-4Hz-ninety.avi","1012-sin-4Hz-ninety.avi","1022-sin-4Hz-ninety.avi","1013-sin-4Hz-ninety.avi",3
5,"1153-sin-37.5Hz-ninety.avi","ninety","sin-ninety-dar21.wav","Gamma",90,"dar","1162-sin-37.5Hz-ninety.avi","1153-sin-37.5Hz-ninety.avi","1145-sin-37.5Hz-ninety.avi","1164-sin-37.5Hz-ninety.avi",2
6,"1013-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-guitar8.wav","Theta",180,"guitar","1013-sin-4Hz-ninety.avi","1022-sin-4Hz-ninety.avi","1012-sin-4Hz-ninety.avi","1018-sin-4Hz-ninety.avi",1
7,"1018-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-guitar9.wav","Theta",180,"guitar","1012-sin-4Hz-ninety.avi","1018-sin-4Hz-ninety.avi","1013-sin-4Hz-ninety.avi","1022-sin-4Hz-ninety.avi",2
8,"1181-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-ep24.wav","Gamma",270,"ep","1191-sin-37.5Hz-ninety.avi","1181-sin-37.5Hz-ninety.avi","1176-sin-37.5Hz-ninety.avi","1184-sin-37.5Hz-ninety.avi",2
9,"1176-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-ep6.wav","Gamma",180,"ep","1176-sin-37.5Hz-ninety.avi","1181-sin-37.5Hz-ninety.avi","1191-sin-37.5Hz-ninety.avi","1184-sin-37.5Hz-ninety.avi",1
10,"1191-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-ep17.wav","Gamma",180,"ep","1176-sin-37.5Hz-ninety.avi","1181-sin-37.5Hz-ninety.avi","1191-sin-37.5Hz-ninety.avi","1184-sin-37.5Hz-ninety.avi",3
11,"1012-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-guitar3.wav","Theta",0,"guitar","1013-sin-4Hz-ninety.avi","1022-sin-4Hz-ninety.avi","1018-sin-4Hz-ninety.avi","1012-sin-4Hz-ninety.avi",4
12,"1184-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-ep11.wav","Gamma",270,"ep","1181-sin-37.5Hz-ninety.avi","1184-sin-37.5Hz-ninety.avi","1176-sin-37.5Hz-ninety.avi","1191-sin-37.5Hz-ninety.avi",2
