trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat,movie1,movie2,movie3,movie4,correctresponse
1,"1113-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-guitar19.wav","Theta",180,"guitar","1105-sin-4Hz-ninety.avi","1102-sin-4Hz-ninety.avi","1111-sin-4Hz-ninety.avi","1113-sin-4Hz-ninety.avi",4
2,"1067-sin-37.5Hz-ninety.avi","ninety","sin-ninety-dar23.wav","Gamma",90,"dar","1056-sin-37.5Hz-ninety.avi","1067-sin-37.5Hz-ninety.avi","1062-sin-37.5Hz-ninety.avi","1054-sin-37.5Hz-ninety.avi",2
3,"1062-sin-37.5Hz-ninety.avi","zero","sin-zero-dar18.wav","Gamma",0,"dar","1067-sin-37.5Hz-ninety.avi","1062-sin-37.5Hz-ninety.avi","1056-sin-37.5Hz-ninety.avi","1054-sin-37.5Hz-ninety.avi",2
4,"1111-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-guitar13.wav","Theta",0,"guitar","1105-sin-4Hz-ninety.avi","1111-sin-4Hz-ninety.avi","1113-sin-4Hz-ninety.avi","1102-sin-4Hz-ninety.avi",2
5,"1092-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-ep3.wav","Gamma",180,"ep","1086-sin-37.5Hz-ninety.avi","1077-sin-37.5Hz-ninety.avi","1092-sin-37.5Hz-ninety.avi","1075-sin-37.5Hz-ninety.avi",3
6,"1075-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-ep7.wav","Gamma",270,"ep","1092-sin-37.5Hz-ninety.avi","1086-sin-37.5Hz-ninety.avi","1075-sin-37.5Hz-ninety.avi","1077-sin-37.5Hz-ninety.avi",3
7,"1054-sin-37.5Hz-ninety.avi","ninety","sin-ninety-dar24.wav","Gamma",90,"dar","1067-sin-37.5Hz-ninety.avi","1056-sin-37.5Hz-ninety.avi","1054-sin-37.5Hz-ninety.avi","1062-sin-37.5Hz-ninety.avi",3
8,"1056-sin-37.5Hz-ninety.avi","zero","sin-zero-dar17.wav","Gamma",0,"dar","1067-sin-37.5Hz-ninety.avi","1056-sin-37.5Hz-ninety.avi","1062-sin-37.5Hz-ninety.avi","1054-sin-37.5Hz-ninety.avi",2
9,"1086-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-ep10.wav","Gamma",270,"ep","1075-sin-37.5Hz-ninety.avi","1086-sin-37.5Hz-ninety.avi","1077-sin-37.5Hz-ninety.avi","1092-sin-37.5Hz-ninety.avi",2
10,"1077-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-ep1.wav","Gamma",180,"ep","1086-sin-37.5Hz-ninety.avi","1092-sin-37.5Hz-ninety.avi","1077-sin-37.5Hz-ninety.avi","1075-sin-37.5Hz-ninety.avi",3
11,"1105-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-guitar16.wav","Theta",0,"guitar","1111-sin-4Hz-ninety.avi","1102-sin-4Hz-ninety.avi","1105-sin-4Hz-ninety.avi","1113-sin-4Hz-ninety.avi",3
12,"1102-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-guitar22.wav","Theta",180,"guitar","1105-sin-4Hz-ninety.avi","1102-sin-4Hz-ninety.avi","1113-sin-4Hz-ninety.avi","1111-sin-4Hz-ninety.avi",2
