trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat,movie1,movie2,movie3,movie4,correctresponse
1,"1157-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-orch5.wav","Gamma",270,"orch","1166-sin-37.5Hz-ninety.avi","1156-sin-37.5Hz-ninety.avi","1157-sin-37.5Hz-ninety.avi","1152-sin-37.5Hz-ninety.avi",3
2,"1183-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-synth4.wav","Theta",180,"synth","1183-sin-4Hz-ninety.avi","1170-sin-4Hz-ninety.avi","1190-sin-4Hz-ninety.avi","1173-sin-4Hz-ninety.avi",1
3,"1152-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-orch20.wav","Gamma",180,"orch","1156-sin-37.5Hz-ninety.avi","1152-sin-37.5Hz-ninety.avi","1166-sin-37.5Hz-ninety.avi","1157-sin-37.5Hz-ninety.avi",2
4,"1138-sin-37.5Hz-ninety.avi","zero","sin-zero-guitar9.wav","Gamma",0,"guitar","1131-sin-37.5Hz-ninety.avi","1130-sin-37.5Hz-ninety.avi","1138-sin-37.5Hz-ninety.avi","1129-sin-37.5Hz-ninety.avi",3
5,"1129-sin-37.5Hz-ninety.avi","zero","sin-zero-guitar8.wav","Gamma",0,"guitar","1131-sin-37.5Hz-ninety.avi","1138-sin-37.5Hz-ninety.avi","1130-sin-37.5Hz-ninety.avi","1129-sin-37.5Hz-ninety.avi",4
6,"1131-sin-37.5Hz-ninety.avi","ninety","sin-ninety-guitar13.wav","Gamma",90,"guitar","1138-sin-37.5Hz-ninety.avi","1129-sin-37.5Hz-ninety.avi","1131-sin-37.5Hz-ninety.avi","1130-sin-37.5Hz-ninety.avi",3
7,"1166-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-orch21.wav","Gamma",180,"orch","1157-sin-37.5Hz-ninety.avi","1152-sin-37.5Hz-ninety.avi","1156-sin-37.5Hz-ninety.avi","1166-sin-37.5Hz-ninety.avi",4
8,"1156-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-orch18.wav","Gamma",270,"orch","1152-sin-37.5Hz-ninety.avi","1156-sin-37.5Hz-ninety.avi","1157-sin-37.5Hz-ninety.avi","1166-sin-37.5Hz-ninety.avi",2
9,"1130-sin-37.5Hz-ninety.avi","ninety","sin-ninety-guitar14.wav","Gamma",90,"guitar","1130-sin-37.5Hz-ninety.avi","1138-sin-37.5Hz-ninety.avi","1129-sin-37.5Hz-ninety.avi","1131-sin-37.5Hz-ninety.avi",1
10,"1170-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-synth1.wav","Theta",180,"synth","1173-sin-4Hz-ninety.avi","1183-sin-4Hz-ninety.avi","1170-sin-4Hz-ninety.avi","1190-sin-4Hz-ninety.avi",3
11,"1173-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-synth12.wav","Theta",0,"synth","1190-sin-4Hz-ninety.avi","1170-sin-4Hz-ninety.avi","1173-sin-4Hz-ninety.avi","1183-sin-4Hz-ninety.avi",3
12,"1190-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-synth24.wav","Theta",0,"synth","1170-sin-4Hz-ninety.avi","1190-sin-4Hz-ninety.avi","1173-sin-4Hz-ninety.avi","1183-sin-4Hz-ninety.avi",2
