trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat,movie1,movie2,movie3,movie4,correctresponse
1,"1127-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-guitar24.wav","Theta",0,"guitar","1126-sin-4Hz-ninety.avi","1136-sin-4Hz-ninety.avi","1127-sin-4Hz-ninety.avi","1124-sin-4Hz-ninety.avi",3
2,"1136-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-guitar23.wav","Theta",0,"guitar","1136-sin-4Hz-ninety.avi","1126-sin-4Hz-ninety.avi","1127-sin-4Hz-ninety.avi","1124-sin-4Hz-ninety.avi",1
3,"1089-sin-37.5Hz-ninety.avi","zero","sin-zero-dar7.wav","Gamma",0,"dar","1080-sin-37.5Hz-ninety.avi","1074-sin-37.5Hz-ninety.avi","1073-sin-37.5Hz-ninety.avi","1089-sin-37.5Hz-ninety.avi",4
4,"1118-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-ep20.wav","Gamma",180,"ep","1113-sin-37.5Hz-ninety.avi","1109-sin-37.5Hz-ninety.avi","1106-sin-37.5Hz-ninety.avi","1118-sin-37.5Hz-ninety.avi",4
5,"1113-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-ep19.wav","Gamma",180,"ep","1109-sin-37.5Hz-ninety.avi","1113-sin-37.5Hz-ninety.avi","1118-sin-37.5Hz-ninety.avi","1106-sin-37.5Hz-ninety.avi",2
6,"1106-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-ep6.wav","Gamma",270,"ep","1113-sin-37.5Hz-ninety.avi","1118-sin-37.5Hz-ninety.avi","1106-sin-37.5Hz-ninety.avi","1109-sin-37.5Hz-ninety.avi",3
7,"1080-sin-37.5Hz-ninety.avi","ninety","sin-ninety-dar13.wav","Gamma",90,"dar","1074-sin-37.5Hz-ninety.avi","1073-sin-37.5Hz-ninety.avi","1080-sin-37.5Hz-ninety.avi","1089-sin-37.5Hz-ninety.avi",3
8,"1126-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-guitar4.wav","Theta",180,"guitar","1126-sin-4Hz-ninety.avi","1136-sin-4Hz-ninety.avi","1124-sin-4Hz-ninety.avi","1127-sin-4Hz-ninety.avi",1
9,"1074-sin-37.5Hz-ninety.avi","ninety","sin-ninety-dar14.wav","Gamma",90,"dar","1089-sin-37.5Hz-ninety.avi","1073-sin-37.5Hz-ninety.avi","1074-sin-37.5Hz-ninety.avi","1080-sin-37.5Hz-ninety.avi",3
10,"1073-sin-37.5Hz-ninety.avi","zero","sin-zero-dar8.wav","Gamma",0,"dar","1073-sin-37.5Hz-ninety.avi","1080-sin-37.5Hz-ninety.avi","1089-sin-37.5Hz-ninety.avi","1074-sin-37.5Hz-ninety.avi",1
11,"1109-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-ep18.wav","Gamma",270,"ep","1118-sin-37.5Hz-ninety.avi","1113-sin-37.5Hz-ninety.avi","1106-sin-37.5Hz-ninety.avi","1109-sin-37.5Hz-ninety.avi",4
12,"1124-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-guitar1.wav","Theta",180,"guitar","1126-sin-4Hz-ninety.avi","1124-sin-4Hz-ninety.avi","1136-sin-4Hz-ninety.avi","1127-sin-4Hz-ninety.avi",2
