trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat,movie1,movie2,movie3,movie4,correctresponse
1,"1145-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-dar22.wav","Gamma",270,"dar","1157-sin-37.5Hz-ninety.avi","1145-sin-37.5Hz-ninety.avi","1162-sin-37.5Hz-ninety.avi","1160-sin-37.5Hz-ninety.avi",2
2,"1182-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-ep23.wav","Theta",180,"ep","1173-sin-4Hz-ninety.avi","1172-sin-4Hz-ninety.avi","1169-sin-4Hz-ninety.avi","1182-sin-4Hz-ninety.avi",4
3,"1160-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-dar16.wav","Gamma",180,"dar","1162-sin-37.5Hz-ninety.avi","1160-sin-37.5Hz-ninety.avi","1145-sin-37.5Hz-ninety.avi","1157-sin-37.5Hz-ninety.avi",2
4,"1137-sin-37.5Hz-ninety.avi","zero","sin-zero-choir1.wav","Gamma",0,"choir","1130-sin-37.5Hz-ninety.avi","1133-sin-37.5Hz-ninety.avi","1123-sin-37.5Hz-ninety.avi","1137-sin-37.5Hz-ninety.avi",4
5,"1133-sin-37.5Hz-ninety.avi","zero","sin-zero-choir3.wav","Gamma",0,"choir","1137-sin-37.5Hz-ninety.avi","1123-sin-37.5Hz-ninety.avi","1130-sin-37.5Hz-ninety.avi","1133-sin-37.5Hz-ninety.avi",4
6,"1172-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-ep24.wav","Theta",180,"ep","1169-sin-4Hz-ninety.avi","1182-sin-4Hz-ninety.avi","1172-sin-4Hz-ninety.avi","1173-sin-4Hz-ninety.avi",3
7,"1169-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-ep17.wav","Theta",0,"ep","1173-sin-4Hz-ninety.avi","1182-sin-4Hz-ninety.avi","1172-sin-4Hz-ninety.avi","1169-sin-4Hz-ninety.avi",4
8,"1130-sin-37.5Hz-ninety.avi","ninety","sin-ninety-choir10.wav","Gamma",90,"choir","1130-sin-37.5Hz-ninety.avi","1137-sin-37.5Hz-ninety.avi","1133-sin-37.5Hz-ninety.avi","1123-sin-37.5Hz-ninety.avi",1
9,"1173-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-ep6.wav","Theta",0,"ep","1173-sin-4Hz-ninety.avi","1169-sin-4Hz-ninety.avi","1172-sin-4Hz-ninety.avi","1182-sin-4Hz-ninety.avi",1
10,"1157-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-dar13.wav","Gamma",180,"dar","1145-sin-37.5Hz-ninety.avi","1160-sin-37.5Hz-ninety.avi","1157-sin-37.5Hz-ninety.avi","1162-sin-37.5Hz-ninety.avi",3
11,"1162-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-dar19.wav","Gamma",270,"dar","1145-sin-37.5Hz-ninety.avi","1157-sin-37.5Hz-ninety.avi","1162-sin-37.5Hz-ninety.avi","1160-sin-37.5Hz-ninety.avi",3
12,"1123-sin-37.5Hz-ninety.avi","ninety","sin-ninety-choir8.wav","Gamma",90,"choir","1137-sin-37.5Hz-ninety.avi","1123-sin-37.5Hz-ninety.avi","1133-sin-37.5Hz-ninety.avi","1130-sin-37.5Hz-ninety.avi",2
