trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat,movie1,movie2,movie3,movie4,correctresponse
1,"1069-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-synth15.wav","Theta",0,"synth","1060-sin-4Hz-ninety.avi","1050-sin-4Hz-ninety.avi","1072-sin-4Hz-ninety.avi","1069-sin-4Hz-ninety.avi",4
2,"1045-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-orch9.wav","Gamma",270,"orch","1035-sin-37.5Hz-ninety.avi","1036-sin-37.5Hz-ninety.avi","1045-sin-37.5Hz-ninety.avi","1043-sin-37.5Hz-ninety.avi",3
3,"1011-sin-37.5Hz-ninety.avi","zero","sin-zero-guitar17.wav","Gamma",0,"guitar","1011-sin-37.5Hz-ninety.avi","1007-sin-37.5Hz-ninety.avi","1019-sin-37.5Hz-ninety.avi","1023-sin-37.5Hz-ninety.avi",1
4,"1023-sin-37.5Hz-ninety.avi","zero","sin-zero-guitar18.wav","Gamma",0,"guitar","1023-sin-37.5Hz-ninety.avi","1019-sin-37.5Hz-ninety.avi","1007-sin-37.5Hz-ninety.avi","1011-sin-37.5Hz-ninety.avi",1
5,"1035-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-orch7.wav","Gamma",270,"orch","1036-sin-37.5Hz-ninety.avi","1045-sin-37.5Hz-ninety.avi","1035-sin-37.5Hz-ninety.avi","1043-sin-37.5Hz-ninety.avi",3
6,"1072-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-synth20.wav","Theta",180,"synth","1072-sin-4Hz-ninety.avi","1069-sin-4Hz-ninety.avi","1050-sin-4Hz-ninety.avi","1060-sin-4Hz-ninety.avi",1
7,"1060-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-synth21.wav","Theta",180,"synth","1072-sin-4Hz-ninety.avi","1060-sin-4Hz-ninety.avi","1050-sin-4Hz-ninety.avi","1069-sin-4Hz-ninety.avi",2
8,"1007-sin-37.5Hz-ninety.avi","ninety","sin-ninety-guitar11.wav","Gamma",90,"guitar","1011-sin-37.5Hz-ninety.avi","1019-sin-37.5Hz-ninety.avi","1023-sin-37.5Hz-ninety.avi","1007-sin-37.5Hz-ninety.avi",4
9,"1019-sin-37.5Hz-ninety.avi","ninety","sin-ninety-guitar24.wav","Gamma",90,"guitar","1019-sin-37.5Hz-ninety.avi","1007-sin-37.5Hz-ninety.avi","1023-sin-37.5Hz-ninety.avi","1011-sin-37.5Hz-ninety.avi",1
10,"1050-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-synth14.wav","Theta",0,"synth","1072-sin-4Hz-ninety.avi","1050-sin-4Hz-ninety.avi","1069-sin-4Hz-ninety.avi","1060-sin-4Hz-ninety.avi",2
11,"1043-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-orch3.wav","Gamma",180,"orch","1043-sin-37.5Hz-ninety.avi","1036-sin-37.5Hz-ninety.avi","1035-sin-37.5Hz-ninety.avi","1045-sin-37.5Hz-ninety.avi",1
12,"1036-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-orch4.wav","Gamma",180,"orch","1035-sin-37.5Hz-ninety.avi","1045-sin-37.5Hz-ninety.avi","1036-sin-37.5Hz-ninety.avi","1043-sin-37.5Hz-ninety.avi",3
