trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat,movie1,movie2,movie3,movie4,correctresponse
1,"1192-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-yann18.wav","Theta",0,"yann","1173-sin-4Hz-ninety.avi","1190-sin-4Hz-ninety.avi","1192-sin-4Hz-ninety.avi","1187-sin-4Hz-ninety.avi",3
2,"1160-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-synth21.wav","Gamma",270,"synth","1153-sin-37.5Hz-ninety.avi","1160-sin-37.5Hz-ninety.avi","1166-sin-37.5Hz-ninety.avi","1145-sin-37.5Hz-ninety.avi",2
3,"1190-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-yann24.wav","Theta",180,"yann","1192-sin-4Hz-ninety.avi","1190-sin-4Hz-ninety.avi","1187-sin-4Hz-ninety.avi","1173-sin-4Hz-ninety.avi",2
4,"1121-sin-37.5Hz-ninety.avi","zero","sin-zero-orch1.wav","Gamma",0,"orch","1121-sin-37.5Hz-ninety.avi","1141-sin-37.5Hz-ninety.avi","1140-sin-37.5Hz-ninety.avi","1139-sin-37.5Hz-ninety.avi",1
5,"1166-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-synth19.wav","Gamma",270,"synth","1160-sin-37.5Hz-ninety.avi","1153-sin-37.5Hz-ninety.avi","1145-sin-37.5Hz-ninety.avi","1166-sin-37.5Hz-ninety.avi",4
6,"1187-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-yann11.wav","Theta",180,"yann","1192-sin-4Hz-ninety.avi","1190-sin-4Hz-ninety.avi","1187-sin-4Hz-ninety.avi","1173-sin-4Hz-ninety.avi",3
7,"1173-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-yann5.wav","Theta",0,"yann","1187-sin-4Hz-ninety.avi","1192-sin-4Hz-ninety.avi","1190-sin-4Hz-ninety.avi","1173-sin-4Hz-ninety.avi",4
8,"1153-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-synth14.wav","Gamma",180,"synth","1160-sin-37.5Hz-ninety.avi","1145-sin-37.5Hz-ninety.avi","1166-sin-37.5Hz-ninety.avi","1153-sin-37.5Hz-ninety.avi",4
9,"1141-sin-37.5Hz-ninety.avi","zero","sin-zero-orch4.wav","Gamma",0,"orch","1121-sin-37.5Hz-ninety.avi","1141-sin-37.5Hz-ninety.avi","1140-sin-37.5Hz-ninety.avi","1139-sin-37.5Hz-ninety.avi",2
10,"1145-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-synth13.wav","Gamma",180,"synth","1145-sin-37.5Hz-ninety.avi","1160-sin-37.5Hz-ninety.avi","1166-sin-37.5Hz-ninety.avi","1153-sin-37.5Hz-ninety.avi",1
11,"1140-sin-37.5Hz-ninety.avi","ninety","sin-ninety-orch7.wav","Gamma",90,"orch","1121-sin-37.5Hz-ninety.avi","1139-sin-37.5Hz-ninety.avi","1140-sin-37.5Hz-ninety.avi","1141-sin-37.5Hz-ninety.avi",3
12,"1139-sin-37.5Hz-ninety.avi","ninety","sin-ninety-orch9.wav","Gamma",90,"orch","1141-sin-37.5Hz-ninety.avi","1139-sin-37.5Hz-ninety.avi","1121-sin-37.5Hz-ninety.avi","1140-sin-37.5Hz-ninety.avi",2
