trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat,movie1,movie2,movie3,movie4,correctresponse
1,"1060-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-ep23.wav","Theta",0,"ep","1067-sin-4Hz-ninety.avi","1052-sin-4Hz-ninety.avi","1060-sin-4Hz-ninety.avi","1055-sin-4Hz-ninety.avi",3
2,"1037-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-dar22.wav","Gamma",180,"dar","1043-sin-37.5Hz-ninety.avi","1026-sin-37.5Hz-ninety.avi","1037-sin-37.5Hz-ninety.avi","1039-sin-37.5Hz-ninety.avi",3
3,"1026-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-dar18.wav","Gamma",270,"dar","1037-sin-37.5Hz-ninety.avi","1043-sin-37.5Hz-ninety.avi","1026-sin-37.5Hz-ninety.avi","1039-sin-37.5Hz-ninety.avi",3
4,"1005-sin-37.5Hz-ninety.avi","ninety","sin-ninety-choir16.wav","Gamma",90,"choir","1005-sin-37.5Hz-ninety.avi","1001-sin-37.5Hz-ninety.avi","1006-sin-37.5Hz-ninety.avi","1014-sin-37.5Hz-ninety.avi",1
5,"1052-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-ep2.wav","Theta",180,"ep","1060-sin-4Hz-ninety.avi","1067-sin-4Hz-ninety.avi","1055-sin-4Hz-ninety.avi","1052-sin-4Hz-ninety.avi",4
6,"1006-sin-37.5Hz-ninety.avi","zero","sin-zero-choir9.wav","Gamma",0,"choir","1014-sin-37.5Hz-ninety.avi","1006-sin-37.5Hz-ninety.avi","1005-sin-37.5Hz-ninety.avi","1001-sin-37.5Hz-ninety.avi",2
7,"1014-sin-37.5Hz-ninety.avi","ninety","sin-ninety-choir14.wav","Gamma",90,"choir","1005-sin-37.5Hz-ninety.avi","1014-sin-37.5Hz-ninety.avi","1006-sin-37.5Hz-ninety.avi","1001-sin-37.5Hz-ninety.avi",2
8,"1067-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-ep24.wav","Theta",0,"ep","1067-sin-4Hz-ninety.avi","1060-sin-4Hz-ninety.avi","1052-sin-4Hz-ninety.avi","1055-sin-4Hz-ninety.avi",1
9,"1055-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-ep4.wav","Theta",180,"ep","1060-sin-4Hz-ninety.avi","1055-sin-4Hz-ninety.avi","1052-sin-4Hz-ninety.avi","1067-sin-4Hz-ninety.avi",2
10,"1043-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-dar5.wav","Gamma",270,"dar","1037-sin-37.5Hz-ninety.avi","1026-sin-37.5Hz-ninety.avi","1039-sin-37.5Hz-ninety.avi","1043-sin-37.5Hz-ninety.avi",4
11,"1039-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-dar21.wav","Gamma",180,"dar","1039-sin-37.5Hz-ninety.avi","1037-sin-37.5Hz-ninety.avi","1026-sin-37.5Hz-ninety.avi","1043-sin-37.5Hz-ninety.avi",1
12,"1001-sin-37.5Hz-ninety.avi","zero","sin-zero-choir10.wav","Gamma",0,"choir","1005-sin-37.5Hz-ninety.avi","1014-sin-37.5Hz-ninety.avi","1001-sin-37.5Hz-ninety.avi","1006-sin-37.5Hz-ninety.avi",3
