trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat,movie1,movie2,movie3,movie4,correctresponse
1,"1125-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-choir22.wav","Gamma",270,"choir","1122-sin-37.5Hz-ninety.avi","1125-sin-37.5Hz-ninety.avi","1132-sin-37.5Hz-ninety.avi","1141-sin-37.5Hz-ninety.avi",2
2,"1165-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-dar18.wav","Theta",0,"dar","1159-sin-4Hz-ninety.avi","1165-sin-4Hz-ninety.avi","1149-sin-4Hz-ninety.avi","1155-sin-4Hz-ninety.avi",2
3,"1102-sin-37.5Hz-ninety.avi","ninety","sin-ninety-acoustic7.wav","Gamma",90,"acoustic","1102-sin-37.5Hz-ninety.avi","1104-sin-37.5Hz-ninety.avi","1103-sin-37.5Hz-ninety.avi","1108-sin-37.5Hz-ninety.avi",1
4,"1122-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-choir15.wav","Gamma",180,"choir","1122-sin-37.5Hz-ninety.avi","1132-sin-37.5Hz-ninety.avi","1125-sin-37.5Hz-ninety.avi","1141-sin-37.5Hz-ninety.avi",1
5,"1155-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-dar24.wav","Theta",180,"dar","1155-sin-4Hz-ninety.avi","1149-sin-4Hz-ninety.avi","1165-sin-4Hz-ninety.avi","1159-sin-4Hz-ninety.avi",1
6,"1159-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-dar5.wav","Theta",0,"dar","1165-sin-4Hz-ninety.avi","1159-sin-4Hz-ninety.avi","1155-sin-4Hz-ninety.avi","1149-sin-4Hz-ninety.avi",2
7,"1141-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-choir21.wav","Gamma",270,"choir","1132-sin-37.5Hz-ninety.avi","1125-sin-37.5Hz-ninety.avi","1122-sin-37.5Hz-ninety.avi","1141-sin-37.5Hz-ninety.avi",4
8,"1104-sin-37.5Hz-ninety.avi","ninety","sin-ninety-acoustic8.wav","Gamma",90,"acoustic","1102-sin-37.5Hz-ninety.avi","1108-sin-37.5Hz-ninety.avi","1103-sin-37.5Hz-ninety.avi","1104-sin-37.5Hz-ninety.avi",4
9,"1132-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-choir14.wav","Gamma",180,"choir","1125-sin-37.5Hz-ninety.avi","1141-sin-37.5Hz-ninety.avi","1132-sin-37.5Hz-ninety.avi","1122-sin-37.5Hz-ninety.avi",3
10,"1108-sin-37.5Hz-ninety.avi","zero","sin-zero-acoustic3.wav","Gamma",0,"acoustic","1104-sin-37.5Hz-ninety.avi","1103-sin-37.5Hz-ninety.avi","1102-sin-37.5Hz-ninety.avi","1108-sin-37.5Hz-ninety.avi",4
11,"1149-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-dar23.wav","Theta",180,"dar","1159-sin-4Hz-ninety.avi","1149-sin-4Hz-ninety.avi","1165-sin-4Hz-ninety.avi","1155-sin-4Hz-ninety.avi",2
12,"1103-sin-37.5Hz-ninety.avi","zero","sin-zero-acoustic4.wav","Gamma",0,"acoustic","1108-sin-37.5Hz-ninety.avi","1102-sin-37.5Hz-ninety.avi","1104-sin-37.5Hz-ninety.avi","1103-sin-37.5Hz-ninety.avi",4
