trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat,movie1,movie2,movie3,movie4,correctresponse
1,"1157-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-dar21.wav","Theta",180,"dar","1157-sin-4Hz-ninety.avi","1148-sin-4Hz-ninety.avi","1164-sin-4Hz-ninety.avi","1167-sin-4Hz-ninety.avi",1
2,"1101-sin-37.5Hz-ninety.avi","ninety","sin-ninety-acoustic24.wav","Gamma",90,"acoustic","1097-sin-37.5Hz-ninety.avi","1119-sin-37.5Hz-ninety.avi","1106-sin-37.5Hz-ninety.avi","1101-sin-37.5Hz-ninety.avi",4
3,"1141-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-choir8.wav","Gamma",270,"choir","1141-sin-37.5Hz-ninety.avi","1123-sin-37.5Hz-ninety.avi","1126-sin-37.5Hz-ninety.avi","1133-sin-37.5Hz-ninety.avi",1
4,"1097-sin-37.5Hz-ninety.avi","ninety","sin-ninety-acoustic12.wav","Gamma",90,"acoustic","1097-sin-37.5Hz-ninety.avi","1106-sin-37.5Hz-ninety.avi","1119-sin-37.5Hz-ninety.avi","1101-sin-37.5Hz-ninety.avi",1
5,"1148-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-dar19.wav","Theta",180,"dar","1148-sin-4Hz-ninety.avi","1167-sin-4Hz-ninety.avi","1157-sin-4Hz-ninety.avi","1164-sin-4Hz-ninety.avi",1
6,"1167-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-dar16.wav","Theta",0,"dar","1148-sin-4Hz-ninety.avi","1157-sin-4Hz-ninety.avi","1164-sin-4Hz-ninety.avi","1167-sin-4Hz-ninety.avi",4
7,"1164-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-dar13.wav","Theta",0,"dar","1167-sin-4Hz-ninety.avi","1164-sin-4Hz-ninety.avi","1157-sin-4Hz-ninety.avi","1148-sin-4Hz-ninety.avi",2
8,"1123-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-choir3.wav","Gamma",180,"choir","1141-sin-37.5Hz-ninety.avi","1123-sin-37.5Hz-ninety.avi","1126-sin-37.5Hz-ninety.avi","1133-sin-37.5Hz-ninety.avi",2
9,"1133-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-choir7.wav","Gamma",270,"choir","1126-sin-37.5Hz-ninety.avi","1123-sin-37.5Hz-ninety.avi","1141-sin-37.5Hz-ninety.avi","1133-sin-37.5Hz-ninety.avi",4
10,"1119-sin-37.5Hz-ninety.avi","zero","sin-zero-acoustic5.wav","Gamma",0,"acoustic","1119-sin-37.5Hz-ninety.avi","1106-sin-37.5Hz-ninety.avi","1097-sin-37.5Hz-ninety.avi","1101-sin-37.5Hz-ninety.avi",1
11,"1106-sin-37.5Hz-ninety.avi","zero","sin-zero-acoustic6.wav","Gamma",0,"acoustic","1119-sin-37.5Hz-ninety.avi","1101-sin-37.5Hz-ninety.avi","1097-sin-37.5Hz-ninety.avi","1106-sin-37.5Hz-ninety.avi",4
12,"1126-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-choir1.wav","Gamma",180,"choir","1133-sin-37.5Hz-ninety.avi","1123-sin-37.5Hz-ninety.avi","1141-sin-37.5Hz-ninety.avi","1126-sin-37.5Hz-ninety.avi",4
