trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat,movie1,movie2,movie3,movie4,correctresponse
1,"1143-sin-37.5Hz-ninety.avi","zero","sin-zero-orch6.wav","Gamma",0,"orch","1130-sin-37.5Hz-ninety.avi","1143-sin-37.5Hz-ninety.avi","1131-sin-37.5Hz-ninety.avi","1127-sin-37.5Hz-ninety.avi",2
2,"1127-sin-37.5Hz-ninety.avi","ninety","sin-ninety-orch24.wav","Gamma",90,"orch","1130-sin-37.5Hz-ninety.avi","1127-sin-37.5Hz-ninety.avi","1131-sin-37.5Hz-ninety.avi","1143-sin-37.5Hz-ninety.avi",2
3,"1188-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-yann16.wav","Theta",0,"yann","1169-sin-4Hz-ninety.avi","1173-sin-4Hz-ninety.avi","1188-sin-4Hz-ninety.avi","1181-sin-4Hz-ninety.avi",3
4,"1130-sin-37.5Hz-ninety.avi","zero","sin-zero-orch17.wav","Gamma",0,"orch","1143-sin-37.5Hz-ninety.avi","1130-sin-37.5Hz-ninety.avi","1131-sin-37.5Hz-ninety.avi","1127-sin-37.5Hz-ninety.avi",2
5,"1156-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-synth4.wav","Gamma",180,"synth","1145-sin-37.5Hz-ninety.avi","1156-sin-37.5Hz-ninety.avi","1163-sin-37.5Hz-ninety.avi","1147-sin-37.5Hz-ninety.avi",2
6,"1173-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-yann19.wav","Theta",180,"yann","1173-sin-4Hz-ninety.avi","1169-sin-4Hz-ninety.avi","1181-sin-4Hz-ninety.avi","1188-sin-4Hz-ninety.avi",1
7,"1145-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-synth7.wav","Gamma",270,"synth","1163-sin-37.5Hz-ninety.avi","1147-sin-37.5Hz-ninety.avi","1156-sin-37.5Hz-ninety.avi","1145-sin-37.5Hz-ninety.avi",4
8,"1163-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-synth8.wav","Gamma",270,"synth","1145-sin-37.5Hz-ninety.avi","1163-sin-37.5Hz-ninety.avi","1156-sin-37.5Hz-ninety.avi","1147-sin-37.5Hz-ninety.avi",2
9,"1181-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-yann14.wav","Theta",0,"yann","1169-sin-4Hz-ninety.avi","1188-sin-4Hz-ninety.avi","1173-sin-4Hz-ninety.avi","1181-sin-4Hz-ninety.avi",4
10,"1147-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-synth1.wav","Gamma",180,"synth","1147-sin-37.5Hz-ninety.avi","1156-sin-37.5Hz-ninety.avi","1145-sin-37.5Hz-ninety.avi","1163-sin-37.5Hz-ninety.avi",1
11,"1131-sin-37.5Hz-ninety.avi","ninety","sin-ninety-orch12.wav","Gamma",90,"orch","1127-sin-37.5Hz-ninety.avi","1131-sin-37.5Hz-ninety.avi","1130-sin-37.5Hz-ninety.avi","1143-sin-37.5Hz-ninety.avi",2
12,"1169-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-yann20.wav","Theta",180,"yann","1169-sin-4Hz-ninety.avi","1173-sin-4Hz-ninety.avi","1188-sin-4Hz-ninety.avi","1181-sin-4Hz-ninety.avi",1
