trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat,movie1,movie2,movie3,movie4,correctresponse
1,"1073-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-acoustic13.wav","Theta",180,"acoustic","1090-sin-4Hz-ninety.avi","1089-sin-4Hz-ninety.avi","1078-sin-4Hz-ninety.avi","1073-sin-4Hz-ninety.avi",4
2,"1058-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-yann4.wav","Gamma",270,"yann","1069-sin-37.5Hz-ninety.avi","1072-sin-37.5Hz-ninety.avi","1058-sin-37.5Hz-ninety.avi","1059-sin-37.5Hz-ninety.avi",3
3,"1032-sin-37.5Hz-ninety.avi","zero","sin-zero-synth21.wav","Gamma",0,"synth","1034-sin-37.5Hz-ninety.avi","1041-sin-37.5Hz-ninety.avi","1032-sin-37.5Hz-ninety.avi","1042-sin-37.5Hz-ninety.avi",3
4,"1089-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-acoustic16.wav","Theta",180,"acoustic","1078-sin-4Hz-ninety.avi","1089-sin-4Hz-ninety.avi","1090-sin-4Hz-ninety.avi","1073-sin-4Hz-ninety.avi",2
5,"1072-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-yann2.wav","Gamma",270,"yann","1058-sin-37.5Hz-ninety.avi","1072-sin-37.5Hz-ninety.avi","1069-sin-37.5Hz-ninety.avi","1059-sin-37.5Hz-ninety.avi",2
6,"1090-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-acoustic10.wav","Theta",0,"acoustic","1090-sin-4Hz-ninety.avi","1073-sin-4Hz-ninety.avi","1078-sin-4Hz-ninety.avi","1089-sin-4Hz-ninety.avi",1
7,"1034-sin-37.5Hz-ninety.avi","ninety","sin-ninety-synth18.wav","Gamma",90,"synth","1034-sin-37.5Hz-ninety.avi","1042-sin-37.5Hz-ninety.avi","1041-sin-37.5Hz-ninety.avi","1032-sin-37.5Hz-ninety.avi",1
8,"1059-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-yann23.wav","Gamma",180,"yann","1058-sin-37.5Hz-ninety.avi","1072-sin-37.5Hz-ninety.avi","1059-sin-37.5Hz-ninety.avi","1069-sin-37.5Hz-ninety.avi",3
9,"1041-sin-37.5Hz-ninety.avi","ninety","sin-ninety-synth17.wav","Gamma",90,"synth","1042-sin-37.5Hz-ninety.avi","1034-sin-37.5Hz-ninety.avi","1041-sin-37.5Hz-ninety.avi","1032-sin-37.5Hz-ninety.avi",3
10,"1042-sin-37.5Hz-ninety.avi","zero","sin-zero-synth19.wav","Gamma",0,"synth","1042-sin-37.5Hz-ninety.avi","1032-sin-37.5Hz-ninety.avi","1034-sin-37.5Hz-ninety.avi","1041-sin-37.5Hz-ninety.avi",1
11,"1078-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-acoustic7.wav","Theta",0,"acoustic","1089-sin-4Hz-ninety.avi","1090-sin-4Hz-ninety.avi","1073-sin-4Hz-ninety.avi","1078-sin-4Hz-ninety.avi",4
12,"1069-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-yann11.wav","Gamma",180,"yann","1072-sin-37.5Hz-ninety.avi","1059-sin-37.5Hz-ninety.avi","1058-sin-37.5Hz-ninety.avi","1069-sin-37.5Hz-ninety.avi",4
