trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat,movie1,movie2,movie3,movie4,correctresponse
1,"1073-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-acoustic13.wav","Gamma",270,"acoustic","1085-sin-37.5Hz-ninety.avi","1091-sin-37.5Hz-ninety.avi","1077-sin-37.5Hz-ninety.avi","1073-sin-37.5Hz-ninety.avi",4
2,"1056-sin-37.5Hz-ninety.avi","zero","sin-zero-yann23.wav","Gamma",0,"yann","1072-sin-37.5Hz-ninety.avi","1056-sin-37.5Hz-ninety.avi","1070-sin-37.5Hz-ninety.avi","1054-sin-37.5Hz-ninety.avi",2
3,"1085-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-acoustic7.wav","Gamma",180,"acoustic","1085-sin-37.5Hz-ninety.avi","1077-sin-37.5Hz-ninety.avi","1073-sin-37.5Hz-ninety.avi","1091-sin-37.5Hz-ninety.avi",1
4,"1054-sin-37.5Hz-ninety.avi","ninety","sin-ninety-yann3.wav","Gamma",90,"yann","1070-sin-37.5Hz-ninety.avi","1054-sin-37.5Hz-ninety.avi","1056-sin-37.5Hz-ninety.avi","1072-sin-37.5Hz-ninety.avi",2
5,"1106-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-choir5.wav","Theta",180,"choir","1110-sin-4Hz-ninety.avi","1109-sin-4Hz-ninety.avi","1117-sin-4Hz-ninety.avi","1106-sin-4Hz-ninety.avi",4
6,"1091-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-acoustic8.wav","Gamma",180,"acoustic","1077-sin-37.5Hz-ninety.avi","1091-sin-37.5Hz-ninety.avi","1073-sin-37.5Hz-ninety.avi","1085-sin-37.5Hz-ninety.avi",2
7,"1070-sin-37.5Hz-ninety.avi","zero","sin-zero-yann24.wav","Gamma",0,"yann","1056-sin-37.5Hz-ninety.avi","1054-sin-37.5Hz-ninety.avi","1072-sin-37.5Hz-ninety.avi","1070-sin-37.5Hz-ninety.avi",4
8,"1109-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-choir19.wav","Theta",0,"choir","1110-sin-4Hz-ninety.avi","1106-sin-4Hz-ninety.avi","1117-sin-4Hz-ninety.avi","1109-sin-4Hz-ninety.avi",4
9,"1117-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-choir20.wav","Theta",0,"choir","1109-sin-4Hz-ninety.avi","1117-sin-4Hz-ninety.avi","1106-sin-4Hz-ninety.avi","1110-sin-4Hz-ninety.avi",2
10,"1072-sin-37.5Hz-ninety.avi","ninety","sin-ninety-yann2.wav","Gamma",90,"yann","1056-sin-37.5Hz-ninety.avi","1070-sin-37.5Hz-ninety.avi","1072-sin-37.5Hz-ninety.avi","1054-sin-37.5Hz-ninety.avi",3
11,"1077-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-acoustic16.wav","Gamma",270,"acoustic","1077-sin-37.5Hz-ninety.avi","1073-sin-37.5Hz-ninety.avi","1085-sin-37.5Hz-ninety.avi","1091-sin-37.5Hz-ninety.avi",1
12,"1110-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-choir18.wav","Theta",180,"choir","1117-sin-4Hz-ninety.avi","1106-sin-4Hz-ninety.avi","1109-sin-4Hz-ninety.avi","1110-sin-4Hz-ninety.avi",4
