trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat,movie1,movie2,movie3,movie4,correctresponse
1,"1138-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-orch10.wav","Theta",180,"orch","1123-sin-4Hz-ninety.avi","1138-sin-4Hz-ninety.avi","1140-sin-4Hz-ninety.avi","1137-sin-4Hz-ninety.avi",2
2,"1105-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-guitar6.wav","Gamma",180,"guitar","1110-sin-37.5Hz-ninety.avi","1097-sin-37.5Hz-ninety.avi","1105-sin-37.5Hz-ninety.avi","1114-sin-37.5Hz-ninety.avi",3
3,"1075-sin-37.5Hz-ninety.avi","ninety","sin-ninety-ep21.wav","Gamma",90,"ep","1075-sin-37.5Hz-ninety.avi","1083-sin-37.5Hz-ninety.avi","1092-sin-37.5Hz-ninety.avi","1087-sin-37.5Hz-ninety.avi",1
4,"1137-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-orch4.wav","Theta",0,"orch","1137-sin-4Hz-ninety.avi","1123-sin-4Hz-ninety.avi","1138-sin-4Hz-ninety.avi","1140-sin-4Hz-ninety.avi",1
5,"1083-sin-37.5Hz-ninety.avi","zero","sin-zero-ep16.wav","Gamma",0,"ep","1092-sin-37.5Hz-ninety.avi","1087-sin-37.5Hz-ninety.avi","1075-sin-37.5Hz-ninety.avi","1083-sin-37.5Hz-ninety.avi",4
6,"1123-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-orch1.wav","Theta",0,"orch","1140-sin-4Hz-ninety.avi","1137-sin-4Hz-ninety.avi","1138-sin-4Hz-ninety.avi","1123-sin-4Hz-ninety.avi",4
7,"1114-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-guitar11.wav","Gamma",270,"guitar","1105-sin-37.5Hz-ninety.avi","1114-sin-37.5Hz-ninety.avi","1097-sin-37.5Hz-ninety.avi","1110-sin-37.5Hz-ninety.avi",2
8,"1110-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-guitar24.wav","Gamma",270,"guitar","1110-sin-37.5Hz-ninety.avi","1097-sin-37.5Hz-ninety.avi","1114-sin-37.5Hz-ninety.avi","1105-sin-37.5Hz-ninety.avi",1
9,"1140-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-orch7.wav","Theta",180,"orch","1140-sin-4Hz-ninety.avi","1137-sin-4Hz-ninety.avi","1138-sin-4Hz-ninety.avi","1123-sin-4Hz-ninety.avi",1
10,"1087-sin-37.5Hz-ninety.avi","ninety","sin-ninety-ep22.wav","Gamma",90,"ep","1092-sin-37.5Hz-ninety.avi","1087-sin-37.5Hz-ninety.avi","1083-sin-37.5Hz-ninety.avi","1075-sin-37.5Hz-ninety.avi",2
11,"1097-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-guitar18.wav","Gamma",180,"guitar","1097-sin-37.5Hz-ninety.avi","1110-sin-37.5Hz-ninety.avi","1114-sin-37.5Hz-ninety.avi","1105-sin-37.5Hz-ninety.avi",1
12,"1092-sin-37.5Hz-ninety.avi","zero","sin-zero-ep15.wav","Gamma",0,"ep","1075-sin-37.5Hz-ninety.avi","1092-sin-37.5Hz-ninety.avi","1083-sin-37.5Hz-ninety.avi","1087-sin-37.5Hz-ninety.avi",2
