trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat,movie1,movie2,movie3,movie4,correctresponse
1,"1041-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-choir5.wav","Gamma",180,"choir","1035-sin-37.5Hz-ninety.avi","1043-sin-37.5Hz-ninety.avi","1025-sin-37.5Hz-ninety.avi","1041-sin-37.5Hz-ninety.avi",4
2,"1017-sin-37.5Hz-ninety.avi","ninety","sin-ninety-acoustic19.wav","Gamma",90,"acoustic","1013-sin-37.5Hz-ninety.avi","1007-sin-37.5Hz-ninety.avi","1017-sin-37.5Hz-ninety.avi","1010-sin-37.5Hz-ninety.avi",3
3,"1049-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-dar3.wav","Theta",0,"dar","1049-sin-4Hz-ninety.avi","1053-sin-4Hz-ninety.avi","1064-sin-4Hz-ninety.avi","1062-sin-4Hz-ninety.avi",1
4,"1062-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-dar7.wav","Theta",180,"dar","1064-sin-4Hz-ninety.avi","1053-sin-4Hz-ninety.avi","1049-sin-4Hz-ninety.avi","1062-sin-4Hz-ninety.avi",4
5,"1025-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-choir23.wav","Gamma",270,"choir","1041-sin-37.5Hz-ninety.avi","1043-sin-37.5Hz-ninety.avi","1035-sin-37.5Hz-ninety.avi","1025-sin-37.5Hz-ninety.avi",4
6,"1035-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-choir11.wav","Gamma",270,"choir","1043-sin-37.5Hz-ninety.avi","1025-sin-37.5Hz-ninety.avi","1041-sin-37.5Hz-ninety.avi","1035-sin-37.5Hz-ninety.avi",4
7,"1010-sin-37.5Hz-ninety.avi","zero","sin-zero-acoustic16.wav","Gamma",0,"acoustic","1013-sin-37.5Hz-ninety.avi","1007-sin-37.5Hz-ninety.avi","1017-sin-37.5Hz-ninety.avi","1010-sin-37.5Hz-ninety.avi",4
8,"1043-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-choir6.wav","Gamma",180,"choir","1025-sin-37.5Hz-ninety.avi","1043-sin-37.5Hz-ninety.avi","1041-sin-37.5Hz-ninety.avi","1035-sin-37.5Hz-ninety.avi",2
9,"1007-sin-37.5Hz-ninety.avi","ninety","sin-ninety-acoustic22.wav","Gamma",90,"acoustic","1010-sin-37.5Hz-ninety.avi","1007-sin-37.5Hz-ninety.avi","1013-sin-37.5Hz-ninety.avi","1017-sin-37.5Hz-ninety.avi",2
10,"1064-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-dar10.wav","Theta",180,"dar","1064-sin-4Hz-ninety.avi","1062-sin-4Hz-ninety.avi","1053-sin-4Hz-ninety.avi","1049-sin-4Hz-ninety.avi",1
11,"1013-sin-37.5Hz-ninety.avi","zero","sin-zero-acoustic14.wav","Gamma",0,"acoustic","1013-sin-37.5Hz-ninety.avi","1010-sin-37.5Hz-ninety.avi","1017-sin-37.5Hz-ninety.avi","1007-sin-37.5Hz-ninety.avi",1
12,"1053-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-dar4.wav","Theta",0,"dar","1064-sin-4Hz-ninety.avi","1049-sin-4Hz-ninety.avi","1053-sin-4Hz-ninety.avi","1062-sin-4Hz-ninety.avi",3
