trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat,movie1,movie2,movie3,movie4,correctresponse
1,"1110-sin-37.5Hz-ninety.avi","ninety","sin-ninety-ep4.wav","Gamma",90,"ep","1116-sin-37.5Hz-ninety.avi","1113-sin-37.5Hz-ninety.avi","1109-sin-37.5Hz-ninety.avi","1110-sin-37.5Hz-ninety.avi",4
2,"1142-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-guitar14.wav","Gamma",270,"guitar","1130-sin-37.5Hz-ninety.avi","1121-sin-37.5Hz-ninety.avi","1138-sin-37.5Hz-ninety.avi","1142-sin-37.5Hz-ninety.avi",4
3,"1153-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-orch22.wav","Theta",0,"orch","1165-sin-4Hz-ninety.avi","1153-sin-4Hz-ninety.avi","1159-sin-4Hz-ninety.avi","1163-sin-4Hz-ninety.avi",2
4,"1130-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-guitar8.wav","Gamma",180,"guitar","1121-sin-37.5Hz-ninety.avi","1142-sin-37.5Hz-ninety.avi","1130-sin-37.5Hz-ninety.avi","1138-sin-37.5Hz-ninety.avi",3
5,"1165-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-orch6.wav","Theta",180,"orch","1159-sin-4Hz-ninety.avi","1163-sin-4Hz-ninety.avi","1165-sin-4Hz-ninety.avi","1153-sin-4Hz-ninety.avi",3
6,"1109-sin-37.5Hz-ninety.avi","ninety","sin-ninety-ep3.wav","Gamma",90,"ep","1109-sin-37.5Hz-ninety.avi","1116-sin-37.5Hz-ninety.avi","1110-sin-37.5Hz-ninety.avi","1113-sin-37.5Hz-ninety.avi",1
7,"1163-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-orch17.wav","Theta",180,"orch","1165-sin-4Hz-ninety.avi","1159-sin-4Hz-ninety.avi","1163-sin-4Hz-ninety.avi","1153-sin-4Hz-ninety.avi",3
8,"1121-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-guitar10.wav","Gamma",180,"guitar","1130-sin-37.5Hz-ninety.avi","1138-sin-37.5Hz-ninety.avi","1121-sin-37.5Hz-ninety.avi","1142-sin-37.5Hz-ninety.avi",3
9,"1159-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-orch21.wav","Theta",0,"orch","1153-sin-4Hz-ninety.avi","1163-sin-4Hz-ninety.avi","1165-sin-4Hz-ninety.avi","1159-sin-4Hz-ninety.avi",4
10,"1138-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-guitar15.wav","Gamma",270,"guitar","1138-sin-37.5Hz-ninety.avi","1142-sin-37.5Hz-ninety.avi","1130-sin-37.5Hz-ninety.avi","1121-sin-37.5Hz-ninety.avi",1
11,"1113-sin-37.5Hz-ninety.avi","zero","sin-zero-ep11.wav","Gamma",0,"ep","1113-sin-37.5Hz-ninety.avi","1116-sin-37.5Hz-ninety.avi","1110-sin-37.5Hz-ninety.avi","1109-sin-37.5Hz-ninety.avi",1
12,"1116-sin-37.5Hz-ninety.avi","zero","sin-zero-ep24.wav","Gamma",0,"ep","1113-sin-37.5Hz-ninety.avi","1109-sin-37.5Hz-ninety.avi","1116-sin-37.5Hz-ninety.avi","1110-sin-37.5Hz-ninety.avi",3
