trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat,movie1,movie2,movie3,movie4,correctresponse
1,"1041-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-acoustic10.wav","Gamma",180,"acoustic","1041-sin-37.5Hz-ninety.avi","1033-sin-37.5Hz-ninety.avi","1036-sin-37.5Hz-ninety.avi","1042-sin-37.5Hz-ninety.avi",1
2,"1070-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-choir18.wav","Theta",180,"choir","1070-sin-4Hz-ninety.avi","1059-sin-4Hz-ninety.avi","1060-sin-4Hz-ninety.avi","1056-sin-4Hz-ninety.avi",1
3,"1060-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-choir22.wav","Theta",0,"choir","1060-sin-4Hz-ninety.avi","1070-sin-4Hz-ninety.avi","1056-sin-4Hz-ninety.avi","1059-sin-4Hz-ninety.avi",1
4,"1042-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-acoustic14.wav","Gamma",270,"acoustic","1033-sin-37.5Hz-ninety.avi","1041-sin-37.5Hz-ninety.avi","1042-sin-37.5Hz-ninety.avi","1036-sin-37.5Hz-ninety.avi",3
5,"1024-sin-37.5Hz-ninety.avi","ninety","sin-ninety-yann3.wav","Gamma",90,"yann","1021-sin-37.5Hz-ninety.avi","1024-sin-37.5Hz-ninety.avi","1007-sin-37.5Hz-ninety.avi","1018-sin-37.5Hz-ninety.avi",2
6,"1059-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-choir5.wav","Theta",180,"choir","1056-sin-4Hz-ninety.avi","1070-sin-4Hz-ninety.avi","1060-sin-4Hz-ninety.avi","1059-sin-4Hz-ninety.avi",4
7,"1007-sin-37.5Hz-ninety.avi","ninety","sin-ninety-yann4.wav","Gamma",90,"yann","1024-sin-37.5Hz-ninety.avi","1021-sin-37.5Hz-ninety.avi","1018-sin-37.5Hz-ninety.avi","1007-sin-37.5Hz-ninety.avi",4
8,"1033-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-acoustic13.wav","Gamma",270,"acoustic","1041-sin-37.5Hz-ninety.avi","1042-sin-37.5Hz-ninety.avi","1033-sin-37.5Hz-ninety.avi","1036-sin-37.5Hz-ninety.avi",3
9,"1056-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-choir20.wav","Theta",0,"choir","1070-sin-4Hz-ninety.avi","1059-sin-4Hz-ninety.avi","1056-sin-4Hz-ninety.avi","1060-sin-4Hz-ninety.avi",3
10,"1021-sin-37.5Hz-ninety.avi","zero","sin-zero-yann12.wav","Gamma",0,"yann","1007-sin-37.5Hz-ninety.avi","1021-sin-37.5Hz-ninety.avi","1024-sin-37.5Hz-ninety.avi","1018-sin-37.5Hz-ninety.avi",2
11,"1018-sin-37.5Hz-ninety.avi","zero","sin-zero-yann23.wav","Gamma",0,"yann","1021-sin-37.5Hz-ninety.avi","1024-sin-37.5Hz-ninety.avi","1018-sin-37.5Hz-ninety.avi","1007-sin-37.5Hz-ninety.avi",3
12,"1036-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-acoustic9.wav","Gamma",180,"acoustic","1042-sin-37.5Hz-ninety.avi","1033-sin-37.5Hz-ninety.avi","1041-sin-37.5Hz-ninety.avi","1036-sin-37.5Hz-ninety.avi",4
