trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat,movie1,movie2,movie3,movie4,correctresponse
1,"1001-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-ep10.wav","Gamma",180,"ep","1001-sin-37.5Hz-ninety.avi","1023-sin-37.5Hz-ninety.avi","1016-sin-37.5Hz-ninety.avi","1005-sin-37.5Hz-ninety.avi",1
2,"1175-sin-37.5Hz-ninety.avi","ninety","sin-ninety-dar4.wav","Gamma",90,"dar","1188-sin-37.5Hz-ninety.avi","1178-sin-37.5Hz-ninety.avi","1192-sin-37.5Hz-ninety.avi","1175-sin-37.5Hz-ninety.avi",4
3,"1005-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-ep15.wav","Gamma",270,"ep","1016-sin-37.5Hz-ninety.avi","1001-sin-37.5Hz-ninety.avi","1023-sin-37.5Hz-ninety.avi","1005-sin-37.5Hz-ninety.avi",4
4,"1045-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-guitar19.wav","Theta",0,"guitar","1025-sin-4Hz-ninety.avi","1045-sin-4Hz-ninety.avi","1046-sin-4Hz-ninety.avi","1034-sin-4Hz-ninety.avi",2
5,"1046-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-guitar17.wav","Theta",180,"guitar","1025-sin-4Hz-ninety.avi","1046-sin-4Hz-ninety.avi","1045-sin-4Hz-ninety.avi","1034-sin-4Hz-ninety.avi",2
6,"1192-sin-37.5Hz-ninety.avi","zero","sin-zero-dar12.wav","Gamma",0,"dar","1188-sin-37.5Hz-ninety.avi","1175-sin-37.5Hz-ninety.avi","1178-sin-37.5Hz-ninety.avi","1192-sin-37.5Hz-ninety.avi",4
7,"1025-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-guitar21.wav","Theta",0,"guitar","1045-sin-4Hz-ninety.avi","1025-sin-4Hz-ninety.avi","1034-sin-4Hz-ninety.avi","1046-sin-4Hz-ninety.avi",2
8,"1023-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-ep16.wav","Gamma",270,"ep","1001-sin-37.5Hz-ninety.avi","1023-sin-37.5Hz-ninety.avi","1005-sin-37.5Hz-ninety.avi","1016-sin-37.5Hz-ninety.avi",2
9,"1034-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-guitar6.wav","Theta",180,"guitar","1045-sin-4Hz-ninety.avi","1034-sin-4Hz-ninety.avi","1025-sin-4Hz-ninety.avi","1046-sin-4Hz-ninety.avi",2
10,"1178-sin-37.5Hz-ninety.avi","ninety","sin-ninety-dar3.wav","Gamma",90,"dar","1178-sin-37.5Hz-ninety.avi","1188-sin-37.5Hz-ninety.avi","1175-sin-37.5Hz-ninety.avi","1192-sin-37.5Hz-ninety.avi",1
11,"1188-sin-37.5Hz-ninety.avi","zero","sin-zero-dar24.wav","Gamma",0,"dar","1175-sin-37.5Hz-ninety.avi","1178-sin-37.5Hz-ninety.avi","1188-sin-37.5Hz-ninety.avi","1192-sin-37.5Hz-ninety.avi",3
12,"1016-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-ep7.wav","Gamma",180,"ep","1005-sin-37.5Hz-ninety.avi","1001-sin-37.5Hz-ninety.avi","1016-sin-37.5Hz-ninety.avi","1023-sin-37.5Hz-ninety.avi",3
