trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat,movie1,movie2,movie3,movie4,correctresponse
1,"1046-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-yann6.wav","Gamma",180,"yann","1045-sin-37.5Hz-ninety.avi","1046-sin-37.5Hz-ninety.avi","1038-sin-37.5Hz-ninety.avi","1032-sin-37.5Hz-ninety.avi",2
2,"1005-sin-37.5Hz-ninety.avi","ninety","sin-ninety-synth22.wav","Gamma",90,"synth","1005-sin-37.5Hz-ninety.avi","1004-sin-37.5Hz-ninety.avi","1003-sin-37.5Hz-ninety.avi","1001-sin-37.5Hz-ninety.avi",1
3,"1038-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-yann24.wav","Gamma",270,"yann","1032-sin-37.5Hz-ninety.avi","1045-sin-37.5Hz-ninety.avi","1046-sin-37.5Hz-ninety.avi","1038-sin-37.5Hz-ninety.avi",4
4,"1003-sin-37.5Hz-ninety.avi","zero","sin-zero-synth13.wav","Gamma",0,"synth","1001-sin-37.5Hz-ninety.avi","1005-sin-37.5Hz-ninety.avi","1004-sin-37.5Hz-ninety.avi","1003-sin-37.5Hz-ninety.avi",4
5,"1051-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-acoustic2.wav","Theta",0,"acoustic","1049-sin-4Hz-ninety.avi","1068-sin-4Hz-ninety.avi","1052-sin-4Hz-ninety.avi","1051-sin-4Hz-ninety.avi",4
6,"1001-sin-37.5Hz-ninety.avi","zero","sin-zero-synth16.wav","Gamma",0,"synth","1001-sin-37.5Hz-ninety.avi","1005-sin-37.5Hz-ninety.avi","1003-sin-37.5Hz-ninety.avi","1004-sin-37.5Hz-ninety.avi",1
7,"1045-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-yann11.wav","Gamma",270,"yann","1045-sin-37.5Hz-ninety.avi","1032-sin-37.5Hz-ninety.avi","1038-sin-37.5Hz-ninety.avi","1046-sin-37.5Hz-ninety.avi",1
8,"1049-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-acoustic10.wav","Theta",180,"acoustic","1051-sin-4Hz-ninety.avi","1068-sin-4Hz-ninety.avi","1052-sin-4Hz-ninety.avi","1049-sin-4Hz-ninety.avi",4
9,"1032-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-yann5.wav","Gamma",180,"yann","1032-sin-37.5Hz-ninety.avi","1038-sin-37.5Hz-ninety.avi","1046-sin-37.5Hz-ninety.avi","1045-sin-37.5Hz-ninety.avi",1
10,"1052-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-acoustic1.wav","Theta",0,"acoustic","1049-sin-4Hz-ninety.avi","1051-sin-4Hz-ninety.avi","1068-sin-4Hz-ninety.avi","1052-sin-4Hz-ninety.avi",4
11,"1068-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-acoustic8.wav","Theta",180,"acoustic","1068-sin-4Hz-ninety.avi","1052-sin-4Hz-ninety.avi","1051-sin-4Hz-ninety.avi","1049-sin-4Hz-ninety.avi",1
12,"1004-sin-37.5Hz-ninety.avi","ninety","sin-ninety-synth20.wav","Gamma",90,"synth","1003-sin-37.5Hz-ninety.avi","1004-sin-37.5Hz-ninety.avi","1005-sin-37.5Hz-ninety.avi","1001-sin-37.5Hz-ninety.avi",2
