trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat,movie1,movie2,movie3,movie4,correctresponse
1,"1078-sin-37.5Hz-ninety.avi","ninety","sin-ninety-guitar6.wav","Gamma",90,"guitar","1078-sin-37.5Hz-ninety.avi","1079-sin-37.5Hz-ninety.avi","1082-sin-37.5Hz-ninety.avi","1084-sin-37.5Hz-ninety.avi",1
2,"1082-sin-37.5Hz-ninety.avi","zero","sin-zero-guitar22.wav","Gamma",0,"guitar","1079-sin-37.5Hz-ninety.avi","1084-sin-37.5Hz-ninety.avi","1082-sin-37.5Hz-ninety.avi","1078-sin-37.5Hz-ninety.avi",3
3,"1133-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-synth10.wav","Theta",0,"synth","1138-sin-4Hz-ninety.avi","1132-sin-4Hz-ninety.avi","1141-sin-4Hz-ninety.avi","1133-sin-4Hz-ninety.avi",4
4,"1101-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-orch11.wav","Gamma",180,"orch","1113-sin-37.5Hz-ninety.avi","1109-sin-37.5Hz-ninety.avi","1101-sin-37.5Hz-ninety.avi","1106-sin-37.5Hz-ninety.avi",3
5,"1113-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-orch3.wav","Gamma",270,"orch","1113-sin-37.5Hz-ninety.avi","1101-sin-37.5Hz-ninety.avi","1109-sin-37.5Hz-ninety.avi","1106-sin-37.5Hz-ninety.avi",1
6,"1079-sin-37.5Hz-ninety.avi","zero","sin-zero-guitar20.wav","Gamma",0,"guitar","1078-sin-37.5Hz-ninety.avi","1079-sin-37.5Hz-ninety.avi","1082-sin-37.5Hz-ninety.avi","1084-sin-37.5Hz-ninety.avi",2
7,"1084-sin-37.5Hz-ninety.avi","ninety","sin-ninety-guitar17.wav","Gamma",90,"guitar","1082-sin-37.5Hz-ninety.avi","1079-sin-37.5Hz-ninety.avi","1084-sin-37.5Hz-ninety.avi","1078-sin-37.5Hz-ninety.avi",3
8,"1132-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-synth15.wav","Theta",180,"synth","1138-sin-4Hz-ninety.avi","1132-sin-4Hz-ninety.avi","1133-sin-4Hz-ninety.avi","1141-sin-4Hz-ninety.avi",2
9,"1106-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-orch4.wav","Gamma",270,"orch","1113-sin-37.5Hz-ninety.avi","1109-sin-37.5Hz-ninety.avi","1106-sin-37.5Hz-ninety.avi","1101-sin-37.5Hz-ninety.avi",3
10,"1138-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-synth16.wav","Theta",180,"synth","1141-sin-4Hz-ninety.avi","1138-sin-4Hz-ninety.avi","1133-sin-4Hz-ninety.avi","1132-sin-4Hz-ninety.avi",2
11,"1141-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-synth8.wav","Theta",0,"synth","1141-sin-4Hz-ninety.avi","1133-sin-4Hz-ninety.avi","1132-sin-4Hz-ninety.avi","1138-sin-4Hz-ninety.avi",1
12,"1109-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-orch12.wav","Gamma",180,"orch","1109-sin-37.5Hz-ninety.avi","1106-sin-37.5Hz-ninety.avi","1101-sin-37.5Hz-ninety.avi","1113-sin-37.5Hz-ninety.avi",1
