trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat,movie1,movie2,movie3,movie4,correctresponse
1,"1037-sin-37.5Hz-ninety.avi","ninety","sin-ninety-dar18.wav","Gamma",90,"dar","1034-sin-37.5Hz-ninety.avi","1037-sin-37.5Hz-ninety.avi","1044-sin-37.5Hz-ninety.avi","1027-sin-37.5Hz-ninety.avi",2
2,"1083-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-guitar14.wav","Theta",180,"guitar","1087-sin-4Hz-ninety.avi","1083-sin-4Hz-ninety.avi","1076-sin-4Hz-ninety.avi","1081-sin-4Hz-ninety.avi",2
3,"1027-sin-37.5Hz-ninety.avi","zero","sin-zero-dar21.wav","Gamma",0,"dar","1027-sin-37.5Hz-ninety.avi","1034-sin-37.5Hz-ninety.avi","1044-sin-37.5Hz-ninety.avi","1037-sin-37.5Hz-ninety.avi",1
4,"1067-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-ep23.wav","Gamma",180,"ep","1060-sin-37.5Hz-ninety.avi","1067-sin-37.5Hz-ninety.avi","1049-sin-37.5Hz-ninety.avi","1054-sin-37.5Hz-ninety.avi",2
5,"1054-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-ep3.wav","Gamma",270,"ep","1060-sin-37.5Hz-ninety.avi","1049-sin-37.5Hz-ninety.avi","1054-sin-37.5Hz-ninety.avi","1067-sin-37.5Hz-ninety.avi",3
6,"1034-sin-37.5Hz-ninety.avi","zero","sin-zero-dar19.wav","Gamma",0,"dar","1044-sin-37.5Hz-ninety.avi","1027-sin-37.5Hz-ninety.avi","1037-sin-37.5Hz-ninety.avi","1034-sin-37.5Hz-ninety.avi",4
7,"1087-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-guitar9.wav","Theta",0,"guitar","1087-sin-4Hz-ninety.avi","1083-sin-4Hz-ninety.avi","1081-sin-4Hz-ninety.avi","1076-sin-4Hz-ninety.avi",1
8,"1060-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-ep24.wav","Gamma",180,"ep","1067-sin-37.5Hz-ninety.avi","1054-sin-37.5Hz-ninety.avi","1060-sin-37.5Hz-ninety.avi","1049-sin-37.5Hz-ninety.avi",3
9,"1044-sin-37.5Hz-ninety.avi","ninety","sin-ninety-dar6.wav","Gamma",90,"dar","1044-sin-37.5Hz-ninety.avi","1037-sin-37.5Hz-ninety.avi","1027-sin-37.5Hz-ninety.avi","1034-sin-37.5Hz-ninety.avi",1
10,"1081-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-guitar13.wav","Theta",180,"guitar","1081-sin-4Hz-ninety.avi","1087-sin-4Hz-ninety.avi","1076-sin-4Hz-ninety.avi","1083-sin-4Hz-ninety.avi",1
11,"1049-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-ep4.wav","Gamma",270,"ep","1060-sin-37.5Hz-ninety.avi","1049-sin-37.5Hz-ninety.avi","1067-sin-37.5Hz-ninety.avi","1054-sin-37.5Hz-ninety.avi",2
12,"1076-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-guitar7.wav","Theta",0,"guitar","1081-sin-4Hz-ninety.avi","1087-sin-4Hz-ninety.avi","1083-sin-4Hz-ninety.avi","1076-sin-4Hz-ninety.avi",4
