trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat,movie1,movie2,movie3,movie4,correctresponse
1,"1185-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-synth4.wav","Gamma",270,"synth","1188-sin-37.5Hz-ninety.avi","1185-sin-37.5Hz-ninety.avi","1180-sin-37.5Hz-ninety.avi","1187-sin-37.5Hz-ninety.avi",2
2,"1022-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-yann10.wav","Theta",0,"yann","1008-sin-4Hz-ninety.avi","1022-sin-4Hz-ninety.avi","1001-sin-4Hz-ninety.avi","1011-sin-4Hz-ninety.avi",2
3,"1187-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-synth24.wav","Gamma",180,"synth","1185-sin-37.5Hz-ninety.avi","1180-sin-37.5Hz-ninety.avi","1188-sin-37.5Hz-ninety.avi","1187-sin-37.5Hz-ninety.avi",4
4,"1011-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-yann7.wav","Theta",0,"yann","1008-sin-4Hz-ninety.avi","1011-sin-4Hz-ninety.avi","1001-sin-4Hz-ninety.avi","1022-sin-4Hz-ninety.avi",2
5,"1159-sin-37.5Hz-ninety.avi","ninety","sin-ninety-orch18.wav","Gamma",90,"orch","1158-sin-37.5Hz-ninety.avi","1159-sin-37.5Hz-ninety.avi","1155-sin-37.5Hz-ninety.avi","1165-sin-37.5Hz-ninety.avi",2
6,"1180-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-synth3.wav","Gamma",270,"synth","1187-sin-37.5Hz-ninety.avi","1188-sin-37.5Hz-ninety.avi","1180-sin-37.5Hz-ninety.avi","1185-sin-37.5Hz-ninety.avi",3
7,"1155-sin-37.5Hz-ninety.avi","ninety","sin-ninety-orch17.wav","Gamma",90,"orch","1159-sin-37.5Hz-ninety.avi","1158-sin-37.5Hz-ninety.avi","1165-sin-37.5Hz-ninety.avi","1155-sin-37.5Hz-ninety.avi",4
8,"1001-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-yann15.wav","Theta",180,"yann","1008-sin-4Hz-ninety.avi","1011-sin-4Hz-ninety.avi","1001-sin-4Hz-ninety.avi","1022-sin-4Hz-ninety.avi",3
9,"1188-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-synth12.wav","Gamma",180,"synth","1188-sin-37.5Hz-ninety.avi","1187-sin-37.5Hz-ninety.avi","1185-sin-37.5Hz-ninety.avi","1180-sin-37.5Hz-ninety.avi",1
10,"1008-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-yann14.wav","Theta",180,"yann","1001-sin-4Hz-ninety.avi","1022-sin-4Hz-ninety.avi","1011-sin-4Hz-ninety.avi","1008-sin-4Hz-ninety.avi",4
11,"1158-sin-37.5Hz-ninety.avi","zero","sin-zero-orch22.wav","Gamma",0,"orch","1165-sin-37.5Hz-ninety.avi","1159-sin-37.5Hz-ninety.avi","1158-sin-37.5Hz-ninety.avi","1155-sin-37.5Hz-ninety.avi",3
12,"1165-sin-37.5Hz-ninety.avi","zero","sin-zero-orch19.wav","Gamma",0,"orch","1158-sin-37.5Hz-ninety.avi","1165-sin-37.5Hz-ninety.avi","1159-sin-37.5Hz-ninety.avi","1155-sin-37.5Hz-ninety.avi",2
