trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat,movie1,movie2,movie3,movie4,correctresponse
1,"1023-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-yann8.wav","Theta",0,"yann","1021-sin-4Hz-ninety.avi","1015-sin-4Hz-ninety.avi","1020-sin-4Hz-ninety.avi","1023-sin-4Hz-ninety.avi",4
2,"1020-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-yann16.wav","Theta",180,"yann","1023-sin-4Hz-ninety.avi","1021-sin-4Hz-ninety.avi","1020-sin-4Hz-ninety.avi","1015-sin-4Hz-ninety.avi",3
3,"1184-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-synth11.wav","Gamma",180,"synth","1174-sin-37.5Hz-ninety.avi","1175-sin-37.5Hz-ninety.avi","1191-sin-37.5Hz-ninety.avi","1184-sin-37.5Hz-ninety.avi",4
4,"1174-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-synth23.wav","Gamma",180,"synth","1191-sin-37.5Hz-ninety.avi","1175-sin-37.5Hz-ninety.avi","1174-sin-37.5Hz-ninety.avi","1184-sin-37.5Hz-ninety.avi",3
5,"1163-sin-37.5Hz-ninety.avi","ninety","sin-ninety-orch6.wav","Gamma",90,"orch","1154-sin-37.5Hz-ninety.avi","1149-sin-37.5Hz-ninety.avi","1162-sin-37.5Hz-ninety.avi","1163-sin-37.5Hz-ninety.avi",4
6,"1191-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-synth2.wav","Gamma",270,"synth","1174-sin-37.5Hz-ninety.avi","1175-sin-37.5Hz-ninety.avi","1184-sin-37.5Hz-ninety.avi","1191-sin-37.5Hz-ninety.avi",4
7,"1021-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-yann9.wav","Theta",0,"yann","1021-sin-4Hz-ninety.avi","1015-sin-4Hz-ninety.avi","1023-sin-4Hz-ninety.avi","1020-sin-4Hz-ninety.avi",1
8,"1162-sin-37.5Hz-ninety.avi","ninety","sin-ninety-orch5.wav","Gamma",90,"orch","1162-sin-37.5Hz-ninety.avi","1163-sin-37.5Hz-ninety.avi","1154-sin-37.5Hz-ninety.avi","1149-sin-37.5Hz-ninety.avi",1
9,"1175-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-synth1.wav","Gamma",270,"synth","1184-sin-37.5Hz-ninety.avi","1175-sin-37.5Hz-ninety.avi","1174-sin-37.5Hz-ninety.avi","1191-sin-37.5Hz-ninety.avi",2
10,"1015-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-yann13.wav","Theta",180,"yann","1020-sin-4Hz-ninety.avi","1015-sin-4Hz-ninety.avi","1021-sin-4Hz-ninety.avi","1023-sin-4Hz-ninety.avi",2
11,"1149-sin-37.5Hz-ninety.avi","zero","sin-zero-orch21.wav","Gamma",0,"orch","1154-sin-37.5Hz-ninety.avi","1149-sin-37.5Hz-ninety.avi","1162-sin-37.5Hz-ninety.avi","1163-sin-37.5Hz-ninety.avi",2
12,"1154-sin-37.5Hz-ninety.avi","zero","sin-zero-orch20.wav","Gamma",0,"orch","1163-sin-37.5Hz-ninety.avi","1149-sin-37.5Hz-ninety.avi","1154-sin-37.5Hz-ninety.avi","1162-sin-37.5Hz-ninety.avi",3
