trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat,movie1,movie2,movie3,movie4,correctresponse
1,"1144-sin-37.5Hz-ninety.avi","zero","sin-zero-yann17.wav","Gamma",0,"yann","1132-sin-37.5Hz-ninety.avi","1139-sin-37.5Hz-ninety.avi","1126-sin-37.5Hz-ninety.avi","1144-sin-37.5Hz-ninety.avi",4
2,"1178-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-choir19.wav","Theta",180,"choir","1175-sin-4Hz-ninety.avi","1170-sin-4Hz-ninety.avi","1187-sin-4Hz-ninety.avi","1178-sin-4Hz-ninety.avi",4
3,"1139-sin-37.5Hz-ninety.avi","ninety","sin-ninety-yann11.wav","Gamma",90,"yann","1144-sin-37.5Hz-ninety.avi","1126-sin-37.5Hz-ninety.avi","1132-sin-37.5Hz-ninety.avi","1139-sin-37.5Hz-ninety.avi",4
4,"1187-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-choir15.wav","Theta",0,"choir","1187-sin-4Hz-ninety.avi","1178-sin-4Hz-ninety.avi","1170-sin-4Hz-ninety.avi","1175-sin-4Hz-ninety.avi",1
5,"1175-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-choir21.wav","Theta",180,"choir","1178-sin-4Hz-ninety.avi","1187-sin-4Hz-ninety.avi","1175-sin-4Hz-ninety.avi","1170-sin-4Hz-ninety.avi",3
6,"1170-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-choir16.wav","Theta",0,"choir","1178-sin-4Hz-ninety.avi","1170-sin-4Hz-ninety.avi","1175-sin-4Hz-ninety.avi","1187-sin-4Hz-ninety.avi",2
7,"1162-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-acoustic7.wav","Gamma",270,"acoustic","1162-sin-37.5Hz-ninety.avi","1164-sin-37.5Hz-ninety.avi","1153-sin-37.5Hz-ninety.avi","1155-sin-37.5Hz-ninety.avi",1
8,"1153-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-acoustic4.wav","Gamma",180,"acoustic","1164-sin-37.5Hz-ninety.avi","1155-sin-37.5Hz-ninety.avi","1162-sin-37.5Hz-ninety.avi","1153-sin-37.5Hz-ninety.avi",4
9,"1126-sin-37.5Hz-ninety.avi","ninety","sin-ninety-yann23.wav","Gamma",90,"yann","1132-sin-37.5Hz-ninety.avi","1144-sin-37.5Hz-ninety.avi","1139-sin-37.5Hz-ninety.avi","1126-sin-37.5Hz-ninety.avi",4
10,"1164-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-acoustic9.wav","Gamma",270,"acoustic","1162-sin-37.5Hz-ninety.avi","1153-sin-37.5Hz-ninety.avi","1164-sin-37.5Hz-ninety.avi","1155-sin-37.5Hz-ninety.avi",3
11,"1132-sin-37.5Hz-ninety.avi","zero","sin-zero-yann18.wav","Gamma",0,"yann","1126-sin-37.5Hz-ninety.avi","1144-sin-37.5Hz-ninety.avi","1132-sin-37.5Hz-ninety.avi","1139-sin-37.5Hz-ninety.avi",3
12,"1155-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-acoustic1.wav","Gamma",180,"acoustic","1153-sin-37.5Hz-ninety.avi","1155-sin-37.5Hz-ninety.avi","1162-sin-37.5Hz-ninety.avi","1164-sin-37.5Hz-ninety.avi",2
