trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat,movie1,movie2,movie3,movie4,correctresponse
1,"1167-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-yann18.wav","Gamma",270,"yann","1167-sin-37.5Hz-ninety.avi","1161-sin-37.5Hz-ninety.avi","1155-sin-37.5Hz-ninety.avi","1152-sin-37.5Hz-ninety.avi",1
2,"1126-sin-37.5Hz-ninety.avi","ninety","sin-ninety-synth16.wav","Gamma",90,"synth","1131-sin-37.5Hz-ninety.avi","1126-sin-37.5Hz-ninety.avi","1141-sin-37.5Hz-ninety.avi","1127-sin-37.5Hz-ninety.avi",2
3,"1192-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-acoustic2.wav","Theta",180,"acoustic","1192-sin-4Hz-ninety.avi","1190-sin-4Hz-ninety.avi","1188-sin-4Hz-ninety.avi","1177-sin-4Hz-ninety.avi",1
4,"1152-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-yann21.wav","Gamma",180,"yann","1167-sin-37.5Hz-ninety.avi","1155-sin-37.5Hz-ninety.avi","1161-sin-37.5Hz-ninety.avi","1152-sin-37.5Hz-ninety.avi",4
5,"1155-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-yann20.wav","Gamma",180,"yann","1152-sin-37.5Hz-ninety.avi","1155-sin-37.5Hz-ninety.avi","1161-sin-37.5Hz-ninety.avi","1167-sin-37.5Hz-ninety.avi",2
6,"1188-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-acoustic1.wav","Theta",180,"acoustic","1177-sin-4Hz-ninety.avi","1192-sin-4Hz-ninety.avi","1188-sin-4Hz-ninety.avi","1190-sin-4Hz-ninety.avi",3
7,"1141-sin-37.5Hz-ninety.avi","zero","sin-zero-synth10.wav","Gamma",0,"synth","1127-sin-37.5Hz-ninety.avi","1126-sin-37.5Hz-ninety.avi","1141-sin-37.5Hz-ninety.avi","1131-sin-37.5Hz-ninety.avi",3
8,"1190-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-acoustic12.wav","Theta",0,"acoustic","1192-sin-4Hz-ninety.avi","1190-sin-4Hz-ninety.avi","1177-sin-4Hz-ninety.avi","1188-sin-4Hz-ninety.avi",2
9,"1131-sin-37.5Hz-ninety.avi","zero","sin-zero-synth8.wav","Gamma",0,"synth","1126-sin-37.5Hz-ninety.avi","1141-sin-37.5Hz-ninety.avi","1127-sin-37.5Hz-ninety.avi","1131-sin-37.5Hz-ninety.avi",4
10,"1127-sin-37.5Hz-ninety.avi","ninety","sin-ninety-synth15.wav","Gamma",90,"synth","1127-sin-37.5Hz-ninety.avi","1126-sin-37.5Hz-ninety.avi","1131-sin-37.5Hz-ninety.avi","1141-sin-37.5Hz-ninety.avi",1
11,"1161-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-yann6.wav","Gamma",270,"yann","1167-sin-37.5Hz-ninety.avi","1152-sin-37.5Hz-ninety.avi","1161-sin-37.5Hz-ninety.avi","1155-sin-37.5Hz-ninety.avi",3
12,"1177-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-acoustic23.wav","Theta",0,"acoustic","1192-sin-4Hz-ninety.avi","1190-sin-4Hz-ninety.avi","1177-sin-4Hz-ninety.avi","1188-sin-4Hz-ninety.avi",3
