trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat,movie1,movie2,movie3,movie4,correctresponse
1,"1079-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-choir11.wav","Gamma",270,"choir","1076-sin-37.5Hz-ninety.avi","1084-sin-37.5Hz-ninety.avi","1079-sin-37.5Hz-ninety.avi","1089-sin-37.5Hz-ninety.avi",3
2,"1084-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-choir6.wav","Gamma",180,"choir","1089-sin-37.5Hz-ninety.avi","1079-sin-37.5Hz-ninety.avi","1084-sin-37.5Hz-ninety.avi","1076-sin-37.5Hz-ninety.avi",3
3,"1089-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-choir5.wav","Gamma",180,"choir","1079-sin-37.5Hz-ninety.avi","1076-sin-37.5Hz-ninety.avi","1084-sin-37.5Hz-ninety.avi","1089-sin-37.5Hz-ninety.avi",4
4,"1107-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-dar8.wav","Theta",180,"dar","1115-sin-4Hz-ninety.avi","1107-sin-4Hz-ninety.avi","1097-sin-4Hz-ninety.avi","1105-sin-4Hz-ninety.avi",2
5,"1105-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-dar2.wav","Theta",0,"dar","1115-sin-4Hz-ninety.avi","1105-sin-4Hz-ninety.avi","1107-sin-4Hz-ninety.avi","1097-sin-4Hz-ninety.avi",2
6,"1065-sin-37.5Hz-ninety.avi","ninety","sin-ninety-acoustic22.wav","Gamma",90,"acoustic","1058-sin-37.5Hz-ninety.avi","1063-sin-37.5Hz-ninety.avi","1064-sin-37.5Hz-ninety.avi","1065-sin-37.5Hz-ninety.avi",4
7,"1063-sin-37.5Hz-ninety.avi","zero","sin-zero-acoustic15.wav","Gamma",0,"acoustic","1063-sin-37.5Hz-ninety.avi","1058-sin-37.5Hz-ninety.avi","1064-sin-37.5Hz-ninety.avi","1065-sin-37.5Hz-ninety.avi",1
8,"1097-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-dar1.wav","Theta",0,"dar","1105-sin-4Hz-ninety.avi","1097-sin-4Hz-ninety.avi","1107-sin-4Hz-ninety.avi","1115-sin-4Hz-ninety.avi",2
9,"1115-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-dar7.wav","Theta",180,"dar","1097-sin-4Hz-ninety.avi","1115-sin-4Hz-ninety.avi","1107-sin-4Hz-ninety.avi","1105-sin-4Hz-ninety.avi",2
10,"1064-sin-37.5Hz-ninety.avi","zero","sin-zero-acoustic14.wav","Gamma",0,"acoustic","1063-sin-37.5Hz-ninety.avi","1058-sin-37.5Hz-ninety.avi","1064-sin-37.5Hz-ninety.avi","1065-sin-37.5Hz-ninety.avi",3
11,"1058-sin-37.5Hz-ninety.avi","ninety","sin-ninety-acoustic25.wav","Gamma",90,"acoustic","1058-sin-37.5Hz-ninety.avi","1063-sin-37.5Hz-ninety.avi","1064-sin-37.5Hz-ninety.avi","1065-sin-37.5Hz-ninety.avi",1
12,"1076-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-choir12.wav","Gamma",270,"choir","1079-sin-37.5Hz-ninety.avi","1089-sin-37.5Hz-ninety.avi","1076-sin-37.5Hz-ninety.avi","1084-sin-37.5Hz-ninety.avi",3
