trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat,movie1,movie2,movie3,movie4,correctresponse
1,"1190-sin-37.5Hz-ninety.avi","ninety","sin-ninety-orch9.wav","Gamma",90,"orch","1190-sin-37.5Hz-ninety.avi","1183-sin-37.5Hz-ninety.avi","1191-sin-37.5Hz-ninety.avi","1171-sin-37.5Hz-ninety.avi",1
2,"1001-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-synth20.wav","Gamma",270,"synth","1001-sin-37.5Hz-ninety.avi","1015-sin-37.5Hz-ninety.avi","1013-sin-37.5Hz-ninety.avi","1008-sin-37.5Hz-ninety.avi",1
3,"1029-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-yann5.wav","Theta",0,"yann","1028-sin-4Hz-ninety.avi","1041-sin-4Hz-ninety.avi","1042-sin-4Hz-ninety.avi","1029-sin-4Hz-ninety.avi",4
4,"1013-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-synth13.wav","Gamma",180,"synth","1001-sin-37.5Hz-ninety.avi","1015-sin-37.5Hz-ninety.avi","1008-sin-37.5Hz-ninety.avi","1013-sin-37.5Hz-ninety.avi",4
5,"1183-sin-37.5Hz-ninety.avi","ninety","sin-ninety-orch10.wav","Gamma",90,"orch","1183-sin-37.5Hz-ninety.avi","1190-sin-37.5Hz-ninety.avi","1171-sin-37.5Hz-ninety.avi","1191-sin-37.5Hz-ninety.avi",1
6,"1191-sin-37.5Hz-ninety.avi","zero","sin-zero-orch2.wav","Gamma",0,"orch","1191-sin-37.5Hz-ninety.avi","1190-sin-37.5Hz-ninety.avi","1171-sin-37.5Hz-ninety.avi","1183-sin-37.5Hz-ninety.avi",1
7,"1041-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-yann17.wav","Theta",0,"yann","1028-sin-4Hz-ninety.avi","1029-sin-4Hz-ninety.avi","1041-sin-4Hz-ninety.avi","1042-sin-4Hz-ninety.avi",3
8,"1028-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-yann24.wav","Theta",180,"yann","1041-sin-4Hz-ninety.avi","1029-sin-4Hz-ninety.avi","1042-sin-4Hz-ninety.avi","1028-sin-4Hz-ninety.avi",4
9,"1008-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-synth21.wav","Gamma",270,"synth","1008-sin-37.5Hz-ninety.avi","1013-sin-37.5Hz-ninety.avi","1015-sin-37.5Hz-ninety.avi","1001-sin-37.5Hz-ninety.avi",1
10,"1015-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-synth14.wav","Gamma",180,"synth","1008-sin-37.5Hz-ninety.avi","1001-sin-37.5Hz-ninety.avi","1015-sin-37.5Hz-ninety.avi","1013-sin-37.5Hz-ninety.avi",3
11,"1171-sin-37.5Hz-ninety.avi","zero","sin-zero-orch4.wav","Gamma",0,"orch","1171-sin-37.5Hz-ninety.avi","1190-sin-37.5Hz-ninety.avi","1191-sin-37.5Hz-ninety.avi","1183-sin-37.5Hz-ninety.avi",1
12,"1042-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-yann11.wav","Theta",180,"yann","1029-sin-4Hz-ninety.avi","1041-sin-4Hz-ninety.avi","1028-sin-4Hz-ninety.avi","1042-sin-4Hz-ninety.avi",4
