trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat,movie1,movie2,movie3,movie4,correctresponse
1,"1016-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-synth19.wav","Gamma",270,"synth","1005-sin-37.5Hz-ninety.avi","1020-sin-37.5Hz-ninety.avi","1021-sin-37.5Hz-ninety.avi","1016-sin-37.5Hz-ninety.avi",4
2,"1037-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-yann6.wav","Theta",0,"yann","1037-sin-4Hz-ninety.avi","1040-sin-4Hz-ninety.avi","1026-sin-4Hz-ninety.avi","1043-sin-4Hz-ninety.avi",1
3,"1189-sin-37.5Hz-ninety.avi","ninety","sin-ninety-orch8.wav","Gamma",90,"orch","1189-sin-37.5Hz-ninety.avi","1172-sin-37.5Hz-ninety.avi","1177-sin-37.5Hz-ninety.avi","1187-sin-37.5Hz-ninety.avi",1
4,"1177-sin-37.5Hz-ninety.avi","zero","sin-zero-orch1.wav","Gamma",0,"orch","1189-sin-37.5Hz-ninety.avi","1187-sin-37.5Hz-ninety.avi","1177-sin-37.5Hz-ninety.avi","1172-sin-37.5Hz-ninety.avi",3
5,"1187-sin-37.5Hz-ninety.avi","zero","sin-zero-orch3.wav","Gamma",0,"orch","1189-sin-37.5Hz-ninety.avi","1177-sin-37.5Hz-ninety.avi","1172-sin-37.5Hz-ninety.avi","1187-sin-37.5Hz-ninety.avi",4
6,"1021-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-synth16.wav","Gamma",180,"synth","1005-sin-37.5Hz-ninety.avi","1021-sin-37.5Hz-ninety.avi","1020-sin-37.5Hz-ninety.avi","1016-sin-37.5Hz-ninety.avi",2
7,"1020-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-synth15.wav","Gamma",180,"synth","1021-sin-37.5Hz-ninety.avi","1005-sin-37.5Hz-ninety.avi","1020-sin-37.5Hz-ninety.avi","1016-sin-37.5Hz-ninety.avi",3
8,"1172-sin-37.5Hz-ninety.avi","ninety","sin-ninety-orch7.wav","Gamma",90,"orch","1187-sin-37.5Hz-ninety.avi","1177-sin-37.5Hz-ninety.avi","1189-sin-37.5Hz-ninety.avi","1172-sin-37.5Hz-ninety.avi",4
9,"1043-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-yann12.wav","Theta",180,"yann","1026-sin-4Hz-ninety.avi","1043-sin-4Hz-ninety.avi","1040-sin-4Hz-ninety.avi","1037-sin-4Hz-ninety.avi",2
10,"1040-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-yann23.wav","Theta",180,"yann","1043-sin-4Hz-ninety.avi","1026-sin-4Hz-ninety.avi","1037-sin-4Hz-ninety.avi","1040-sin-4Hz-ninety.avi",4
11,"1026-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-yann18.wav","Theta",0,"yann","1037-sin-4Hz-ninety.avi","1040-sin-4Hz-ninety.avi","1026-sin-4Hz-ninety.avi","1043-sin-4Hz-ninety.avi",3
12,"1005-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-synth22.wav","Gamma",270,"synth","1020-sin-37.5Hz-ninety.avi","1016-sin-37.5Hz-ninety.avi","1005-sin-37.5Hz-ninety.avi","1021-sin-37.5Hz-ninety.avi",3
