trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat,movie1,movie2,movie3,movie4,correctresponse
1,"1133-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-yann2.wav","Theta",0,"yann","1131-sin-4Hz-ninety.avi","1136-sin-4Hz-ninety.avi","1133-sin-4Hz-ninety.avi","1135-sin-4Hz-ninety.avi",3
2,"1109-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-synth5.wav","Gamma",180,"synth","1116-sin-37.5Hz-ninety.avi","1105-sin-37.5Hz-ninety.avi","1109-sin-37.5Hz-ninety.avi","1098-sin-37.5Hz-ninety.avi",3
3,"1136-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-yann9.wav","Theta",180,"yann","1131-sin-4Hz-ninety.avi","1133-sin-4Hz-ninety.avi","1135-sin-4Hz-ninety.avi","1136-sin-4Hz-ninety.avi",4
4,"1096-sin-37.5Hz-ninety.avi","zero","sin-zero-orch14.wav","Gamma",0,"orch","1092-sin-37.5Hz-ninety.avi","1091-sin-37.5Hz-ninety.avi","1096-sin-37.5Hz-ninety.avi","1081-sin-37.5Hz-ninety.avi",3
5,"1116-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-synth11.wav","Gamma",270,"synth","1105-sin-37.5Hz-ninety.avi","1116-sin-37.5Hz-ninety.avi","1109-sin-37.5Hz-ninety.avi","1098-sin-37.5Hz-ninety.avi",2
6,"1091-sin-37.5Hz-ninety.avi","ninety","sin-ninety-orch20.wav","Gamma",90,"orch","1081-sin-37.5Hz-ninety.avi","1096-sin-37.5Hz-ninety.avi","1091-sin-37.5Hz-ninety.avi","1092-sin-37.5Hz-ninety.avi",3
7,"1131-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-yann7.wav","Theta",180,"yann","1133-sin-4Hz-ninety.avi","1135-sin-4Hz-ninety.avi","1131-sin-4Hz-ninety.avi","1136-sin-4Hz-ninety.avi",3
8,"1092-sin-37.5Hz-ninety.avi","zero","sin-zero-orch16.wav","Gamma",0,"orch","1096-sin-37.5Hz-ninety.avi","1092-sin-37.5Hz-ninety.avi","1091-sin-37.5Hz-ninety.avi","1081-sin-37.5Hz-ninety.avi",2
9,"1105-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-synth23.wav","Gamma",270,"synth","1109-sin-37.5Hz-ninety.avi","1098-sin-37.5Hz-ninety.avi","1105-sin-37.5Hz-ninety.avi","1116-sin-37.5Hz-ninety.avi",3
10,"1081-sin-37.5Hz-ninety.avi","ninety","sin-ninety-orch19.wav","Gamma",90,"orch","1092-sin-37.5Hz-ninety.avi","1096-sin-37.5Hz-ninety.avi","1091-sin-37.5Hz-ninety.avi","1081-sin-37.5Hz-ninety.avi",4
11,"1135-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-yann3.wav","Theta",0,"yann","1133-sin-4Hz-ninety.avi","1135-sin-4Hz-ninety.avi","1131-sin-4Hz-ninety.avi","1136-sin-4Hz-ninety.avi",2
12,"1098-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-synth6.wav","Gamma",180,"synth","1116-sin-37.5Hz-ninety.avi","1109-sin-37.5Hz-ninety.avi","1098-sin-37.5Hz-ninety.avi","1105-sin-37.5Hz-ninety.avi",3
