trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat,movie1,movie2,movie3,movie4,correctresponse
1,"1031-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-ep10.wav","Theta",180,"ep","1048-sin-4Hz-ninety.avi","1044-sin-4Hz-ninety.avi","1030-sin-4Hz-ninety.avi","1031-sin-4Hz-ninety.avi",4
2,"1048-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-ep2.wav","Theta",0,"ep","1044-sin-4Hz-ninety.avi","1048-sin-4Hz-ninety.avi","1030-sin-4Hz-ninety.avi","1031-sin-4Hz-ninety.avi",2
3,"1018-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-dar23.wav","Gamma",270,"dar","1024-sin-37.5Hz-ninety.avi","1011-sin-37.5Hz-ninety.avi","1006-sin-37.5Hz-ninety.avi","1018-sin-37.5Hz-ninety.avi",4
4,"1174-sin-37.5Hz-ninety.avi","ninety","sin-ninety-choir19.wav","Gamma",90,"choir","1182-sin-37.5Hz-ninety.avi","1186-sin-37.5Hz-ninety.avi","1174-sin-37.5Hz-ninety.avi","1180-sin-37.5Hz-ninety.avi",3
5,"1011-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-dar18.wav","Gamma",180,"dar","1006-sin-37.5Hz-ninety.avi","1018-sin-37.5Hz-ninety.avi","1024-sin-37.5Hz-ninety.avi","1011-sin-37.5Hz-ninety.avi",4
6,"1182-sin-37.5Hz-ninety.avi","ninety","sin-ninety-choir22.wav","Gamma",90,"choir","1182-sin-37.5Hz-ninety.avi","1180-sin-37.5Hz-ninety.avi","1186-sin-37.5Hz-ninety.avi","1174-sin-37.5Hz-ninety.avi",1
7,"1024-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-dar12.wav","Gamma",270,"dar","1024-sin-37.5Hz-ninety.avi","1018-sin-37.5Hz-ninety.avi","1006-sin-37.5Hz-ninety.avi","1011-sin-37.5Hz-ninety.avi",1
8,"1044-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-ep1.wav","Theta",0,"ep","1030-sin-4Hz-ninety.avi","1044-sin-4Hz-ninety.avi","1031-sin-4Hz-ninety.avi","1048-sin-4Hz-ninety.avi",2
9,"1006-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-dar5.wav","Gamma",180,"dar","1011-sin-37.5Hz-ninety.avi","1006-sin-37.5Hz-ninety.avi","1024-sin-37.5Hz-ninety.avi","1018-sin-37.5Hz-ninety.avi",2
10,"1186-sin-37.5Hz-ninety.avi","zero","sin-zero-choir13.wav","Gamma",0,"choir","1186-sin-37.5Hz-ninety.avi","1180-sin-37.5Hz-ninety.avi","1174-sin-37.5Hz-ninety.avi","1182-sin-37.5Hz-ninety.avi",1
11,"1030-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-ep7.wav","Theta",180,"ep","1048-sin-4Hz-ninety.avi","1030-sin-4Hz-ninety.avi","1044-sin-4Hz-ninety.avi","1031-sin-4Hz-ninety.avi",2
12,"1180-sin-37.5Hz-ninety.avi","zero","sin-zero-choir16.wav","Gamma",0,"choir","1186-sin-37.5Hz-ninety.avi","1174-sin-37.5Hz-ninety.avi","1182-sin-37.5Hz-ninety.avi","1180-sin-37.5Hz-ninety.avi",4
